"ID","NAME","Location ID","Location Name","LATITUDE","LONGITUDE","Comments","First Sample","Last Sample","Samples","Results"
"458","CVRD GROUNDWATER","E267977","SITE 22; SALT SPRING ISLAND","48.761389","123.469167","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","8/28/2007 11:00:00 AM","8/28/2007 11:25:00 AM","2","69"
"458","CVRD GROUNDWATER","E267978","SITE 23; SALT SPRING ISLAND","48.760833","123.467500","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","8/28/2007 12:06:00 PM","8/28/2007 12:06:00 PM","1","3"
"458","CVRD GROUNDWATER","E267979","SITE 24; SALT SPRING ISLAND","48.739444","123.435278","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","8/28/2007 2:00:00 PM","8/28/2007 2:14:00 PM","2","69"
"458","CVRD GROUNDWATER","E268102","SITE 25; SALT SPRING ISLAND","48.858889","123.463333","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","8/29/2007 9:00:00 AM","8/29/2007 9:13:00 AM","2","69"
"458","CVRD GROUNDWATER","E268103","SITE 26; SALT SPRING ISLAND","48.790556","123.418333","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","8/29/2007 11:00:00 AM","8/29/2007 11:21:00 AM","2","69"
"458","CVRD GROUNDWATER","E268104","SITE 27; SALT SPRING ISLAND","48.772778","123.460833","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","8/29/2007 1:00:00 PM","8/29/2007 1:01:00 PM","2","69"
"458","CVRD GROUNDWATER","E268105","SITE 28; SALT SPRING ISLAND","48.767222","123.394167","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","8/29/2007 2:00:00 PM","8/29/2007 2:08:00 PM","2","69"
"458","CVRD GROUNDWATER","E268106","SITE 29 SALT SPRING ISLAND","48.884722","123.532222","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/4/2007 9:00:00 AM","9/4/2007 9:12:00 AM","2","69"
"458","CVRD GROUNDWATER","E268107","SITE 30 SALT SPRING ISLAND","48.861111","123.486389","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/4/2007 10:00:00 AM","9/4/2007 10:08:00 AM","2","69"
"458","CVRD GROUNDWATER","E268108","SITE 31; SALT SPRING ISLAND","48.863333","123.539722","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/4/2007 11:00:00 AM","9/4/2007 11:12:00 AM","2","69"
"458","CVRD GROUNDWATER","E268109","SITE 32; SALT SPRING ISLAND","48.922500","123.553333","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/4/2007 1:00:00 PM","9/4/2007 1:05:00 PM","2","69"
"458","CVRD GROUNDWATER","E268110","SITE 33; SALT SPRING ISLAND","48.920278","123.554722","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/4/2007 1:36:00 PM","9/4/2007 1:36:00 PM","1","3"
"458","CVRD GROUNDWATER","E268111","SITE 34; SALT SPRING ISLAND","48.762778","123.399444","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/5/2007 9:00:00 AM","9/5/2007 9:23:00 AM","2","69"
"458","CVRD GROUNDWATER","E268112","SITE 35; SALT SPRING ISLAND","48.789722","123.407500","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/5/2007 10:00:00 AM","3/7/2008 10:22:00 AM","4","227"
"458","CVRD GROUNDWATER","E268247","SITE 36; SALT SPRING ISLAND","48.757500","123.401667","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/5/2007 11:00:00 AM","9/5/2007 11:13:00 AM","2","69"
"458","CVRD GROUNDWATER","E268248","SITE 37; SALT SPRING ISLAND","48.861944","123.486667","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/5/2007 1:00:00 PM","9/5/2007 1:12:00 PM","2","69"
"458","CVRD GROUNDWATER","E268249","SITE 38; SALT SPRING ISLAND","48.882778","123.517500","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/5/2007 2:00:00 PM","9/5/2007 2:04:00 PM","2","69"
"458","CVRD GROUNDWATER","E268250","SITE 39; SALT SPRING ISLAND","48.808889","123.490000","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/10/2007 9:00:00 AM","9/10/2007 9:13:00 AM","2","69"
"458","CVRD GROUNDWATER","E268251","SITE 40; SALT SPRING ISLAND","48.821250","123.469167","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/10/2007 10:00:00 AM","9/10/2007 10:17:00 AM","2","69"
"458","CVRD GROUNDWATER","E268252","SITE 41; SALT SPRING ISLAND","48.789444","123.421111","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/10/2007 11:13:00 AM","9/10/2007 11:13:00 AM","1","3"
"458","CVRD GROUNDWATER","E268253","SITE 42; SALT SPRING ISLAND","48.824444","123.491944","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/10/2007 1:00:00 PM","9/10/2007 1:12:00 PM","2","69"
"458","CVRD GROUNDWATER","E268254","SITE 43; SALT SPRING ISLAND","48.844167","123.502500","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/10/2007 2:00:00 PM","9/10/2007 2:01:00 PM","2","69"
"458","CVRD GROUNDWATER","E268255","SITE 44; SALT SPRING ISLAND","48.925278","123.564167","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/11/2007 9:00:00 AM","9/11/2007 9:07:00 AM","2","69"
"458","CVRD GROUNDWATER","E268256","SITE 45; SALT SPRING ISLAND","48.916389","123.554167","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/11/2007 10:00:00 AM","9/11/2007 10:05:00 AM","2","69"
"458","CVRD GROUNDWATER","E268257","SITE 46; SALT SPRING ISLAND","48.869444","123.490833","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/11/2007 11:00:00 AM","9/11/2007 11:24:00 AM","2","69"
"458","CVRD GROUNDWATER","E268258","SITE 47; SALT SPRING ISLAND","48.866111","123.470833","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/11/2007 12:43:00 PM","9/11/2007 2:00:00 PM","2","69"
"458","CVRD GROUNDWATER","E268259","SITE 48; SALT SPRING ISLAND","48.878889","123.530278","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/11/2007 1:46:00 PM","9/11/2007 2:00:00 PM","2","69"
"458","CVRD GROUNDWATER","E268260","SITE 49; SALT SPRING ISLAND","48.796944","123.418333","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/12/2007 9:00:00 AM","9/12/2007 9:17:00 AM","2","69"
"458","CVRD GROUNDWATER","E268261","SITE 50; SALT SPRING ISLAND","48.828889","123.468056","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/12/2007 10:00:00 AM","9/12/2007 10:26:00 AM","2","69"
"458","CVRD GROUNDWATER","E268302","SITE 51; SALT SPRING ISLAND","48.817778","123.479722","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/12/2007 11:13:00 AM","9/12/2007 12:00:00 PM","2","69"
"458","CVRD GROUNDWATER","E268303","SITE 52; SALT SPRING ISLAND","48.825556","123.476944","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/12/2007 1:00:00 PM","9/12/2007 1:06:00 PM","2","69"
"458","CVRD GROUNDWATER","E268304","SITE 53; SALT SPRING ISLAND","48.816111","123.488056","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/12/2007 1:56:00 PM","9/12/2007 2:00:00 PM","2","69"
"458","CVRD GROUNDWATER","E268305","SITE 54; SALT SPRING ISLAND","48.769167","123.430278","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/17/2007 9:00:00 AM","9/17/2007 9:07:00 AM","2","69"
"458","CVRD GROUNDWATER","E268306","SITE 55; SALT SPRING ISLAND","48.770556","123.431111","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/17/2007 9:50:00 AM","9/17/2007 10:00:00 AM","2","69"
"458","CVRD GROUNDWATER","E268307","SITE 56; SALT SPRING ISLAND","48.860000","123.539722","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/17/2007 11:00:00 AM","9/17/2007 11:20:00 AM","2","69"
"458","CVRD GROUNDWATER","E268308","SITE 57; SALT SPRING ISLAND","48.807222","123.473333","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/17/2007 1:08:00 PM","9/17/2007 1:08:00 PM","1","3"
"458","CVRD GROUNDWATER","E268309","SITE 58; SALT SPRING ISLAND","48.902778","123.554444","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/17/2007 9:00:00 AM","9/17/2007 2:16:00 PM","3","71"
"458","CVRD GROUNDWATER","E268310","SITE 59; SALT SPRING ISLAND","48.848333","123.521111","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/18/2007 9:00:00 AM","3/10/2008 2:17:00 PM","3","148"
"458","CVRD GROUNDWATER","E268311","SITE 60; SALT SPRING ISLAND","48.845556","123.512778","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/18/2007 10:00:00 AM","9/18/2007 10:08:00 AM","2","69"
"458","CVRD GROUNDWATER","E268312","SITE 61; SALT SPRING ISLAND","48.842778","123.502500","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/18/2007 11:00:00 AM","9/18/2007 11:09:00 AM","2","69"
"458","CVRD GROUNDWATER","E268313","SITE 62; SALT SPRING ISLAND","48.855000","123.461667","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/18/2007 1:00:00 PM","9/18/2007 1:32:00 PM","2","69"
"458","CVRD GROUNDWATER","E268314","SITE 63; SALT SPRING ISLAND","48.850556","123.461111","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/18/2007 2:00:00 PM","9/18/2007 2:06:00 PM","2","69"
"458","CVRD GROUNDWATER","E268315","SITE 64; SALT SPRING ISLAND","48.788333","123.404167","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/19/2007 9:00:00 AM","9/19/2007 9:08:00 AM","3","72"
"458","CVRD GROUNDWATER","E268316","SITE 65; SALT SPRING ISLAND","48.790556","123.410833","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/19/2007 10:47:00 AM","3/5/2008 9:12:00 AM","4","215"
"458","CVRD GROUNDWATER","E268442","SITE 66; SALT SPRING ISLAND","48.789167","123.409722","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/19/2007 9:57:00 AM","9/20/2007 11:00:00 AM","3","72"
"458","CVRD GROUNDWATER","E268443","SITE 67; SALT SPRING ISLAND","48.832944","123.494611","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/19/2007 1:32:00 PM","9/20/2007 1:00:00 PM","2","69"
"458","CVRD GROUNDWATER","E268444","SITE 68; SALT SPRING ISLAND","48.828611","123.466389","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/24/2007 9:00:00 AM","9/24/2007 9:15:00 AM","2","69"
"458","CVRD GROUNDWATER","E268445","SITE 69; SALT SPRING ISLAND","48.810556","123.438889","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/24/2007 10:00:00 AM","9/24/2007 10:14:00 AM","2","69"
"458","CVRD GROUNDWATER","E268446","SITE 70; SALT SPRING ISLAND","48.805000","123.482222","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/24/2007 11:00:00 AM","3/19/2008 11:57:00 AM","3","72"
"458","CVRD GROUNDWATER","E268803","SITE 71; SALT SPRING ISLAND","48.837500","123.492500","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","6/24/2007 1:30:00 PM","9/24/2007 1:30:00 PM","3","72"
"458","CVRD GROUNDWATER","E268804","SITE 72; SALT SPRING ISLAND","48.883611","123.512222","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/25/2007 9:00:00 AM","9/25/2007 9:21:00 AM","3","75"
"458","CVRD GROUNDWATER","E268805","SITE 73; SALT SPRING ISLAND","48.860556","123.538611","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/25/2007 10:00:00 AM","9/25/2007 10:20:00 AM","3","75"
"458","CVRD GROUNDWATER","E268806","SITE 74; SALT SPRING ISLAND","48.867778","123.520278","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/25/2007 12:00:00 PM","9/25/2007 12:06:00 PM","3","75"
"458","CVRD GROUNDWATER","E268807","SITE 75; SALT SPRING ISLAND","48.882222","123.518889","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/25/2007 12:47:00 PM","9/25/2007 1:00:00 PM","3","75"
"458","CVRD GROUNDWATER","E268808","SITE 76; SALT SPRING ISLAND","48.884722","123.515833","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/25/2007 1:41:00 PM","9/25/2007 2:00:00 PM","3","75"
"458","CVRD GROUNDWATER","E268809","SITE 77; SALT SPRING ISLAND","48.862500","123.540833","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/26/2007 9:00:00 AM","9/26/2007 9:31:00 AM","4","100"
"458","CVRD GROUNDWATER","E268810","SITE 78; SALT SPRING ISLAND","48.857778","123.464444","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/26/2007 10:00:00 AM","9/26/2007 10:15:00 AM","3","97"
"458","CVRD GROUNDWATER","E268811","SITE 79; SALT SPRING ISLAND","48.860833","123.488889","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/26/2007 11:00:00 AM","9/26/2007 11:10:00 AM","3","97"
"458","CVRD GROUNDWATER","E268812","SITE 80; SALT SPRING ISLAND","48.901389","123.516389","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","9/26/2007 1:00:00 PM","9/26/2007 1:25:00 PM","5","181"
"458","CVRD GROUNDWATER","E268813","SITE 81; SALT SPRING ISLAND","48.797222","123.418056","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/1/2007 9:00:00 AM","10/1/2007 9:15:00 AM","3","19"
"458","CVRD GROUNDWATER","E268814","SITE 82; SALT SPRING ISLAND","48.793056","123.403333","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/1/2007 10:00:00 AM","10/1/2007 10:08:00 AM","2","16"
"458","CVRD GROUNDWATER","E268815","SITE 83; SALT SPRING ISLAND","48.776389","123.426667","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/1/2007 12:00:00 PM","10/1/2007 12:00:00 PM","1","13"
"458","CVRD GROUNDWATER","E268816","SITE 84; SALT SPRING ISLAND","48.778889","123.405556","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/1/2007 1:00:00 PM","10/1/2007 1:00:00 PM","1","13"
"458","CVRD GROUNDWATER","E268817","SITE 85; SALT SPRING ISLAND","48.746111","123.448889","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/1/2007 2:00:00 PM","10/1/2007 2:00:00 PM","1","13"
"458","CVRD GROUNDWATER","E268818","SITE 86; SALT SPRING ISLAND","48.863056","123.491944","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/2/2007 9:00:00 AM","10/2/2007 9:16:00 AM","2","16"
"458","CVRD GROUNDWATER","E268819","SITE 87; SALT SPRING ISLAND","48.857222","123.521389","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/2/2007 11:00:00 AM","3/14/2008 10:33:00 AM","4","182"
"458","CVRD GROUNDWATER","E268820","SITE 88; SALT SPRING ISLAND","48.887778","123.506944","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/2/2007 2:00:00 PM","10/2/2007 2:03:00 PM","2","16"
"458","CVRD GROUNDWATER","E268821","SITE 89; SALT SPRING ISLAND","48.854722","123.469167","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/3/2007 9:00:00 AM","10/3/2007 9:15:00 AM","2","15"
"458","CVRD GROUNDWATER","E268822","SITE 90; SALT SPRING ISLAND","48.818611","123.494167","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/3/2007 10:00:00 AM","10/3/2007 10:20:00 AM","2","16"
"458","CVRD GROUNDWATER","E269064","SITE 91; SALT SPRING ISLAND","48.814444","123.479444","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/3/2007 11:00:00 AM","10/3/2007 11:26:00 AM","2","16"
"458","CVRD GROUNDWATER","E269065","SITE 92; SALT SPRING ISLAND","48.810556","123.443889","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/3/2007 1:00:00 PM","10/3/2007 1:20:00 PM","2","16"
"458","CVRD GROUNDWATER","E269066","SITE 93; SALT SPRING ISLAND","48.822500","123.471944","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/9/2007 9:08:00 AM","10/9/2007 10:00:00 AM","3","75"
"458","CVRD GROUNDWATER","E269067","SITE 94; SALT SPRING ISLAND","48.873333","123.494167","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/9/2007 10:00:00 AM","10/9/2007 10:05:00 AM","3","75"
"458","CVRD GROUNDWATER","E269069","SITE 95; SALT SPRING ISLAND","48.856389","123.462222","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/9/2007 10:55:00 AM","10/9/2007 11:00:00 AM","3","75"
"458","CVRD GROUNDWATER","E269070","SITE 96; SALT SPRING ISLAND","48.871111","123.513611","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/9/2007 1:00:00 PM","10/9/2007 1:15:00 PM","5","137"
"458","CVRD GROUNDWATER","E269071","SITE 97; SALT SPRING ISLAND","48.765833","123.441389","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/10/2007 9:10:00 AM","10/10/2007 9:10:00 AM","2","62"
"458","CVRD GROUNDWATER","E269072","SITE 98; SALT SPRING ISLAND","48.782222","123.447500","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/10/2007 10:00:00 AM","10/10/2007 10:05:00 AM","3","75"
"458","CVRD GROUNDWATER","E269073","SITE 99; SALT SPRING ISLAND","48.792778","123.458056","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/10/2007 11:00:00 AM","10/10/2007 11:05:00 AM","3","75"
"458","CVRD GROUNDWATER","E269074","SITE 100; SALT SPRING ISLAND","48.764444","123.411389","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/10/2007 1:00:00 PM","10/10/2007 1:17:00 PM","3","75"
"458","CVRD GROUNDWATER","E269183","SITE 101; SALT SPRING ISLAND","48.758333","123.416944","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/10/2007 1:40:00 PM","10/10/2007 2:06:00 PM","4","134"
"458","CVRD GROUNDWATER","E269184","SITE 102; SALT SPRING ISLAND","48.866944","123.468611","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/15/2007 9:00:00 AM","10/15/2007 9:31:00 AM","3","44"
"458","CVRD GROUNDWATER","E269185","SITE 103; SALT SPRING ISLAND","48.864167","123.481667","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/15/2007 10:00:00 AM","10/15/2007 10:17:00 AM","2","16"
"458","CVRD GROUNDWATER","E269186","SITE 104; SALT SPRING ISLAND","48.897778","123.534722","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/15/2007 11:00:00 AM","10/15/2007 11:05:00 AM","3","44"
"458","CVRD GROUNDWATER","E269187","SITE 105; SALT SPRING ISLAND","48.856111","123.535833","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/15/2007 12:52:00 PM","3/18/2008 10:53:00 AM","5","25"
"458","CVRD GROUNDWATER","E269188","SITE 106; SALT SPRING ISLAND","48.788333","123.402222","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/22/2007 9:00:00 AM","10/23/2007 10:00:00 AM","3","29"
"458","CVRD GROUNDWATER","E269189","SITE 107; SALT SPRING ISLAND","48.766944","123.402222","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/22/2007 10:00:00 AM","10/22/2007 10:12:00 AM","2","16"
"458","CVRD GROUNDWATER","E269190","SITE 108; SALT SPRING ISLAND","48.768056","123.399722","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/22/2007 10:47:00 AM","10/22/2007 11:00:00 AM","2","16"
"458","CVRD GROUNDWATER","E269191","SITE 109; SALT SPRING ISLAND","48.775833","123.408611","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/22/2007 2:00:00 PM","10/22/2007 2:00:00 PM","3","19"
"458","CVRD GROUNDWATER","E269192","SITE 110; SALT SPRING ISLAND","48.893889","123.582500","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/23/2007 9:00:00 AM","10/23/2007 9:15:00 AM","2","16"
"458","CVRD GROUNDWATER","E269193","SITE 111; SALT SPRING ISLAND","48.931944","123.574167","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/23/2007 10:10:00 AM","10/23/2007 1:00:00 PM","2","16"
"458","CVRD GROUNDWATER","E269194","SITE 112; SALT SPRING ISLAND","48.884722","123.531111","To download all available groundwater quality data within and adjacent to the CVRD to characterise groundwater chemistry in different aquifers and support decision making. Created by Robert Gibson on 2024-07-16","10/23/2007 1:46:00 PM","10/23/2007 2:00:00 PM","2","16"
