"permit_id","type","description"
8266,"Authorization","VISSCHER LUMBER INC."
4745,"Authorization","NA"
6349,"Authorization","PUBLIC SAFETY AND SOLICITOR GENERAL, MINISTRY OF"
8174,"Authorization","GILLWOOD REMANUFACTURING INC."
15675,"Authorization","DISTRICT OF HOPE"
8032,"Authorization","LAKESIDE PACIFIC FOREST PRODUCTS LTD."
8035,"Authorization","EVANGELICAL LAYMEN'S CHURCH OF CANADA (VANCOUVER)"
7969,"Authorization","0793938 B.C. LTD. CAMP LATONA"
7706,"Authorization","DR. L. RUPESINGHE INC."
7447,"Authorization","PACCAR OF CANADA LTD"
7002,"Authorization","PACCAR OF CANADA LTD"
6942,"Authorization","Laurie Craig - DBA"
7761,"Authorization","JACK CEWE LIMITED"
4922,"Authorization","MONTROSE INDUSTRIES LTD."
7998,"Authorization","SHELL CANADA PRODUCTS LIMITED"
1822,"Authorization","CHILLIWACK, DISTRICT OF"
101798,"Authorization","CITY OF CHILLIWACK"
398,"Authorization","WESTCOAST ENERGY INC."
2557,"Authorization","CITY OF PRINCE GEORGE"
6155,"Authorization","THE ALTERNATE PUB (2010) LTD."
14808,"Authorization","DEPARTMENT OF FISHERIES AND OCEANS"
8036,"Authorization","NA"
7331,"Authorization","INLAND DIESEL LTD. FREIGHTLINER TERRACE"
5511,"Authorization","KITIMAT-STIKINE REGIONAL DISTRICT"
104088,"Authorization","NA"
2687,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
7867,"Authorization","WEST FRASER MILLS LTD. PACIFIC INLAND RESOURCES, A DIVISION OF WEST FRASER MILLS LTD."
7687,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
7465,"Authorization","ATLIN COMMUNITY IMPROVEMENT DISTRICT"
7467,"Authorization","MINISTRY OF TRANSPORTATION AND INFRASTRUCTURE"
5425,"Authorization","MINISTRY OF TRANSPORTATION AND INFRASTRUCTURE"
6776,"Authorization","GREAT GLACIER SALMON LTD."
8419,"Authorization","NORTH AMERICAN METALS CORP"
7532,"Authorization","JEDWAY ENTERPRISES LTD."
4612,"Authorization","KITIMAT-STIKINE REGIONAL DISTRICT"
104089,"Authorization","NA"
6223,"Authorization","NA"
5710,"Authorization","LEHIGH HANSON MATERIALS LIMITED LEHIGH CEMENT LIMITED"
4721,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
4557,"Authorization","DISTRICT OF PORT EDWARD"
2591,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
2617,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
3782,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
6105,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
1583,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
103143,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
4480,"Authorization","GLENCORE CANADA CORPORATION"
1715,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
1850,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
1791,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
1760,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
6887,"Authorization","HUSBY FOREST PRODUCTS LTD."
15769,"Authorization","HUSBY FOREST PRODUCTS LTD."
6427,"Authorization","VILLAGE OF QUEEN CHARLOTTE"
4641,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
4122,"Authorization","BABINE FOREST PRODUCTS LIMITED"
418,"Authorization","DOUG WATERS CONTRACTING, LTD. ECHO VALLEY MOBILE HOME PARK"
7712,"Authorization","SKIDEGATE BAND COUNCIL"
3329,"Authorization","NA"
7180,"Authorization","Warren & Kelly Labrie - DBA"
5674,"Authorization","CODY CREEK CONTRACTING LTD."
7463,"Authorization","GITSEGUKLA FIRST NATION"
2399,"Authorization","THOMPSON CREEK METALS COMPANY INC."
1506,"Authorization","MASSET, VILLAGE OF"
4171,"Authorization","0934527 B.C. LTD. KITWANGA FOREST PRODUCTS"
7530,"Authorization","KITSEGUKLA INDIAN BAND"
7745,"Authorization","HUSBY FOREST PRODUCTS LTD."
7185,"Authorization","DESMA HOLDINGS LTD. PINE PARK"
7460,"Authorization","HAGWILGET FIRST NATION GOVERNMENT"
6884,"Authorization","ALCAN PRIMARY METAL-BRITISH COLUMBIA,A SUBSIDIARY OF ALCAN I"
5767,"Authorization","KITIMAT-STIKINE REGIONAL DISTRICT"
1765,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
2586,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
2750,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
3127,"Authorization","ALCAN SMELTERS AND CHEMICALS LIMITED"
2608,"Authorization","NORTH COAST REGIONAL DISTRICT"
1582,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
2133,"Authorization","RIO TINTO ALCAN INC."
7929,"Authorization","LANGARA FISHING LODGE LTD."
6895,"Authorization","SWANSON'S READY-MIX LTD."
5171,"Authorization","RED KEEP TRAILER PARK"
7156,"Authorization","PRINCE RUPERT HARBOUR DEBRIS SOCIETY"
5901,"Authorization","INTERNATIONAL FOREST PRODUCTS LIMITED"
7866,"Authorization","AERO TRADING CO. LTD."
7987,"Authorization","LOMAK TRANSPORT CORPORATION"
4644,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
3266,"Authorization","THOMPSON CREEK METALS COMPANY INC."
8116,"Authorization","NORTH AMERICAN METALS CORP"
7336,"Authorization","LAX KW'ALAAMS BAND COUNCIL"
7688,"Authorization","MEZIADIN JUNCTION HOLDINGS LTD."
6279,"Authorization","PRINCE RUPERT GRAIN LIMITED"
6774,"Authorization","STEWART, DISTRICT OF"
103976,"Authorization","NA"
8044,"Authorization","ASCOT RESOURCES LTD."
9079,"Authorization","SNIP MINING LTD."
6741,"Authorization","PRINCE RUPERT GRAIN LIMITED"
7988,"Authorization","CITY OF PRINCE RUPERT"
1865,"Authorization","NA"
1866,"Authorization","NA"
3454,"Authorization","NA"
3450,"Authorization","NA"
3449,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
5240,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
7673,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
7592,"Authorization","DOIG RIVER INDIAN BAND"
7311,"Authorization","CITY OF FORT ST. JOHN"
1636,"Authorization","ILLIANCE RIVER DEVELOPMENT CORP."
5323,"Authorization","THE SHEPHERD'S INN LTD."
5465,"Authorization","PEACE RIVER REGIONAL DISTRICT"
17220,"Authorization","NA"
7360,"Authorization","NORTHERN ROCKIES REGIONAL DISTRICT"
6866,"Authorization","TUMBLER RIDGE, DISTRICT OF"
7790,"Authorization","OLIVER PARKS AND RECREATION SOCIETY"
2818,"Authorization","STELLA-JONES INC."
2574,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
2760,"Authorization","BRISCO WOOD PRESERVERS LTD."
1961,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
5776,"Authorization","CARIBOO REGIONAL DISTRICT"
5354,"Authorization","CARIBOO REGIONAL DISTRICT"
4994,"Authorization","CARIBOO REGIONAL DISTRICT"
4455,"Authorization","CARIBOO REGIONAL DISTRICT"
7200,"Authorization","CARIBOO REGIONAL DISTRICT"
5804,"Authorization","MILLAR WESTERN FOREST PRODUCTS LTD.  QUESNEL RIVER PULP DIVISION"
6358,"Authorization","NA"
7645,"Authorization","0864449 B.C. LTD. GORDON'S SEPTIC WATER & HYDROVAC"
4533,"Authorization","CARIBOO REGIONAL DISTRICT"
7648,"Authorization","YUNESIT’IN GOVERNMENT"
2537,"Authorization","CARIBOO REGIONAL DISTRICT"
76,"Authorization","CANFOR PULP LTD."
1733,"Authorization","REGIONAL DISTRICT OF EAST KOOTENAY"
14307,"Authorization","NA"
8430,"Authorization","S. M. PROPERTIES LTD."
7726,"Authorization","EVR OPERATIONS LIMITED"
6725,"Authorization","EVR OPERATIONS LIMITED"
5346,"Authorization","EVR OPERATIONS LIMITED"
11328,"Authorization","DISTRICT OF 100 MILE HOUSE"
106639,"Authorization","DISTRICT OF 100 MILE HOUSE"
518,"Authorization","WEST FRASER MILLS LTD. CARIBOO PULP & PAPER COMPANY"
521,"Authorization","GIBRALTAR MINES LTD."
1595,"Authorization","GIBRALTAR MINES LTD."
5488,"Authorization","CARIBOO REGIONAL DISTRICT"
6510,"Authorization","CARIBOO REGIONAL DISTRICT"
6822,"Authorization","DEKA FOUR HOLDINGS LTD."
7083,"Authorization","WEST FRASER MILLS LTD."
5252,"Authorization","WEST FRASER MILLS LTD."
1882,"Authorization","WEST FRASER MILLS LTD."
7086,"Authorization","NORBORD INC."
7206,"Authorization","TOLKO INDUSTRIES LTD."
7208,"Authorization","TOLKO INDUSTRIES LTD."
1671,"Authorization","REGIONAL DISTRICT OF EAST KOOTENAY"
107745,"Authorization","REGIONAL DISTRICT OF EAST KOOTENAY"
7432,"Authorization","DISTRICT OF SPARWOOD"
7646,"Authorization","RIVERS LODGE LTD."
1511,"Authorization","Ilma Matthews - DBA"
3212,"Authorization","NA"
8182,"Authorization","THE CORPORATION OF THE CITY OF FERNIE"
110658,"Authorization","NA"
5556,"Authorization","EVR OPERATIONS LIMITED"
5061,"Authorization","EVR OPERATIONS LIMITED"
5890,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
4601,"Authorization","WESTERN FOREST PRODUCTS INC."
6954,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
6955,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
6700,"Authorization","ENERSUL INC."
8076,"Authorization","SEKANI FOREST PRODUCTS LTD."
7097,"Authorization","DUNKLEY LUMBER LTD."
6047,"Authorization","DUNKLEY LUMBER LIMITED"
6031,"Authorization","NECHAKO LUMBER CO. LTD."
8077,"Authorization","SEKANI FOREST PRODUCTS LTD."
7255,"Authorization","DUNKLEY LUMBER LTD."
6366,"Authorization","CONUMA MINING SERVICES LIMITED"
1397,"Authorization","PACIFIC WESTERN BREWING COMPANY LTD."
5808,"Authorization","TDG BC ASSETS CORP."
5892,"Authorization","TDG BC ASSETS CORP."
5075,"Authorization","KOKANEE CONTRACTING LIMITED"
7484,"Authorization","PARALLEL ONE ENTERPRISES LTD."
6690,"Authorization","PACIFIC NORTHERN GAS LTD."
5883,"Authorization","O.K. INDUSTRIES LTD. TAYCO PAVING COMPANY"
5281,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
7313,"Authorization","HAUER BROS. LUMBER LTD."
265,"Authorization","REGIONAL DISTRICT OF MOUNT WADDINGTON"
2701,"Authorization","WESTERN FOREST PRODUCTS INC."
2170,"Authorization","WESTERN FOREST PRODUCTS INC."
2338,"Authorization","POETS COVE RESORT & SPA LTD."
2689,"Authorization","LESTER B. PEARSON COLLEGE OF THE PACIFIC AND UNITED WORLD COLLEGES (CANADA) INC. - COLLEGE DU PACIFIQUE LESTER B. PEARSON ET COLLEGES DU MONDE UNI"
237,"Authorization","OAK BAY MARINA LTD. PEDDER BAY RV RESORT & MARINA"
142,"Authorization","DISTRICT OF NORTH COWICHAN"
2052,"Authorization","PETRO-CANADA PRODUCTS"
1955,"Authorization","CANADIAN FOREST PRODUCTS LTD."
3403,"Authorization","WEST FRASER MILLS LTD. CHETWYND FOREST INDUSTRIES"
7779,"Authorization","CANFOR PULP LTD."
6321,"Authorization","SUKUNKA NATURAL RESOURCES INC."
2376,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
7773,"Authorization","CANFOR PULP LTD."
110161,"Authorization","LADYSMITH, TOWN OF"
82,"Authorization","DISTRICT OF NORTH COWICHAN"
5607,"Authorization","NA"
1380,"Authorization","SUNCOR ENERGY INC"
1555,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
388,"Authorization","NA"
5625,"Authorization","WEST FRASER MILLS LTD."
2110,"Authorization","CHEMTRADE ELECTROCHEM INC."
4619,"Authorization","NA"
1869,"Authorization","LAKELAND MILLS LTD."
2724,"Authorization","NA"
5051,"Authorization","BRINK FOREST PRODUCTS LTD."
5585,"Authorization","VALLEY CONCEPTS LTD. ASPEN PLACE"
8242,"Authorization","NA"
7938,"Authorization","DWIGHT INTERNATIONAL HOLDINGS INC."
7564,"Authorization","CERMAQ CANADA LTD."
7805,"Authorization","MARINE HARVEST CANADA INC."
7802,"Authorization","MARINE HARVEST CANADA INC."
7317,"Authorization","PEACE RIVER REGIONAL DISTRICT"
7318,"Authorization","PEACE RIVER REGIONAL DISTRICT"
5481,"Authorization","NORTHERN ROCKIES REGIONAL DISTRICT"
2212,"Authorization","PEACE RIVER REGIONAL DISTRICT"
1837,"Authorization","DISTRICT OF TAYLOR"
7383,"Authorization","BLUEBERRY RIVER FIRST NATION"
2896,"Authorization","PEACE RIVER REGIONAL DISTRICT"
1836,"Authorization","DISTRICT OF TAYLOR"
4277,"Authorization","KLAHANNIE TRAILER PARK"
1777,"Authorization","EDGEWOOD MH PARK LTD. EDGEWOOD MANUFACTURED HOME PARK"
7140,"Authorization","THE CORPORATION OF THE VILLAGE OF ZEBALLOS"
4926,"Authorization","INTERNATIONAL FOREST PRODUCTS LIMITED"
5260,"Authorization","SUNCOR ENERGY INC. PETRO-CANADA"
1566,"Authorization","BRKICH TRAILER PARK"
7774,"Authorization","NA"
6357,"Authorization","REGIONAL DISTRICT OF FRASER FORT GEORGE"
14811,"Authorization","SPRUCE CITY WILDLIFE ASSOCIATION"
6495,"Authorization","POWDER KING MOUNTAIN RESORT INC."
7415,"Authorization","NORTHLAND HWY97 ESTATES LTD."
5634,"Authorization","ALBERNI-CLAYOQUOT REGIONAL DISTRICT"
8069,"Authorization","TLA-O-QUI-AHT FIRST NATION"
6568,"Authorization","CITY OF CAMPBELL RIVER"
5661,"Authorization","WALCAN SEAFOOD LTD."
7919,"Authorization","FRESHWATER FISHERIES SOCIETY OF BC"
5032,"Authorization","REGIONAL DISTRICT OF FRASER FORT GEORGE"
7098,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
2655,"Authorization","NA"
212,"Authorization","MINISTRY OF TECHNOLOGY, INNOVATION AND CITIZEN'S SERVICES"
4558,"Authorization","BAMFIELD SPORTS FISHING & RESORT LTD."
8061,"Authorization","THE OWNERS, STRATA PLAN V1S 1711"
2755,"Authorization","NA"
4680,"Authorization","CARRIER LUMBER LTD."
5564,"Authorization","PRINCE GEORGE MOTORSPORTS PARK LTD.  NITRO MOTORSPORTS PARK"
6712,"Authorization","DOMTAR INC. CATALYST PAPER"
2844,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
5116,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
5118,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
3822,"Authorization","TOP SHELF FEEDS INC."
6244,"Authorization","PARKLAND REFINING (B.C.) LTD."
112,"Authorization","NA"
2684,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
5884,"Authorization","SAIK'UZ FIRST NATION"
9033,"Authorization","UNITED INITIATORS CANADA LTD."
1759,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
7482,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
6417,"Authorization","TAKLA LAKE BAND COUNCIL"
8473,"Authorization","THE OWNERS, STRATA PLAN 1963"
7214,"Authorization","NANAIMO REGIONAL DISTRICT"
7103,"Authorization","NA"
7058,"Authorization","DISTRICT OF TOFINO"
5551,"Authorization","KINGFISHER OCEANSIDE RESORT & SPA LTD."
9031,"Authorization","NA"
8189,"Authorization","CANADIAN MOUNTAIN HOLIDAYS INC."
8295,"Authorization","WEST FRASER ELECTRO-MECHANICAL LTD."
2754,"Authorization","NA"
3923,"Authorization","1823606 ALBERTA LTD."
438,"Authorization","MCBRIDE FOREST INDUSTRIES LTD"
1699,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
6496,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
1472,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
5151,"Authorization","SUKUNKA NATURAL RESOURCES INC."
7593,"Authorization","NA"
3133,"Authorization","NECHAKO LUMBER CO. LTD."
6683,"Authorization","NA"
106462,"Authorization","CONUMA MINING SERVICES LIMITED"
6038,"Authorization","TL'AZT'EN NATION"
3034,"Authorization","CANADIAN FOREST PRODUCTS LTD. - POLAR DIVISION"
8216,"Authorization","CHUBB LAKE BIBLE CAMP"
3335,"Authorization","APOLLO FOREST PRODUCTS LTD."
254,"Authorization","CHEMTRADE WEST GP INC. CHEMTRADE WEST LIMITED PARTNERSHIP"
7527,"Authorization","FORESTS, MINISTRY OF"
1793,"Authorization","KALESNIKOFF LUMBER CO. LTD."
7622,"Authorization","0852711 B.C. LTD."
1663,"Authorization","THE CORPORATION OF THE CITY OF NELSON"
3898,"Authorization","DUNKLEY LUMBER LTD."
1676,"Authorization","PEAK MACKENZIE PROPERTIES LTD"
9034,"Authorization","UNITED INITIATORS CANADA LTD."
2268,"Authorization","FORT ST. JAMES FOREST PRODUCTS GENERAL PARTNER LTD FORT ST. JAMES FOREST PRODUCTS LIMITED PARTNERSHIP"
1138,"Authorization","DOMTAR INC."
3039,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
2065,"Authorization","TIDEWATER MIDSTREAM AND INFRASTRUCTURE LTD."
6169,"Authorization","CANADIAN MOUNTAIN HOLIDAYS INC."
7411,"Authorization","YEKOOCHE FIRST NATION"
7343,"Authorization","THREE ISLAND SUMMIT PROPERTIES INC."
7912,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
5205,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
4528,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
7149,"Authorization","WESTERN FOREST PRODUCTS INC."
7605,"Authorization","WESTERN FOREST PRODUCTS INC."
7633,"Authorization","SHELL CANADA LIMITED SHELL CANADA LIMITEE FOR AND ON BEHALF OF SHELL CANADA PRODUCTS"
7934,"Authorization","COLUMBIA FUELS INC."
7937,"Authorization","PAULCAN ENTERPRISES LTD."
5549,"Authorization","DISTRICT OF PORT HARDY"
3877,"Authorization","WESTERN FOREST PRODUCTS INC."
4396,"Authorization","WESTERN FOREST PRODUCTS INC."
5601,"Authorization","HEIDELBERG MATERIALS CANADA LIMITED / MATÉRIAUX HEIDELBERG CANADA LIMITÉE"
1997,"Authorization","DOWNIE TIMBER LTD."
7809,"Authorization","SEASTAR CHEMICALS INC."
15821,"Authorization","COLUMBIA SHUSWAP REGIONAL DISTRICT"
4278,"Authorization","COMOX VALLEY REGIONAL DISTRICT"
8003,"Authorization","WESTERN FOREST PRODUCTS INC."
7210,"Authorization","WESTERN FOREST PRODUCTS INC."
7606,"Authorization","PAY LESS GAS CO. 1972 LIMITED"
1863,"Authorization","DOMTAR INC. AND 13536637 CANADA INC. CATALYST PAPER GENERAL PARTNERSHIP"
4190,"Authorization","O.K. INDUSTRIES LTD OK PAVING COMPANY"
3382,"Authorization","WESTERN FOREST PRODUCTS INC."
8124,"Authorization","BROWN'S BAY PACKING COMPANY LTD."
7952,"Authorization","LIONS' GATE FISHERIES LIMITED"
8152,"Authorization","ETHAN'S LANDING INC."
8195,"Authorization","REALCOR GOLF INC. MORNINGSTAR GOLF CLUB"
7495,"Authorization","VERSATEC ENTERPRISES LTD."
16859,"Authorization","NA"
17275,"Authorization","NA"
109958,"Authorization","1195895 B.C. LTD."
2280,"Authorization","GRAYMONT WESTERN CANADA INC"
1797,"Authorization","FORTISBC ENERGY INC."
3236,"Authorization","NA"
431,"Authorization","ASPEN PLANERS LTD."
7292,"Authorization","CLUB MARA RESORT LTD."
1557,"Authorization","TECK HIGHLAND VALLEY COPPER CORPORATION"
7477,"Authorization","ILLAHIE BEACH RV PARK INC"
2460,"Authorization","TECK HIGHLAND VALLEY COPPER CORPORATION"
7045,"Authorization","CORIX MULTI-UTILITY SERVICES INC CANADIAN LAKEVIEW ESTATES"
17676,"Authorization","NA"
3240,"Authorization","NA"
4549,"Authorization","WEST FRASER MILLS LTD"
170,"Authorization","VILLAGE OF CLINTON"
1798,"Authorization","FORTISBC ENERGY INC."
6716,"Authorization","THE OWNERS STRATA PLAN K-399"
2412,"Authorization","NICOLA VALLEY CUSTOM LUMBER LTD."
6473,"Authorization","ORVILLE'S BACKHOE & SEPTIC SERVICE LTD."
5897,"Authorization","BCG, PARKS"
3291,"Authorization","OKANAGAN-SIMILKAMEEN REGIONAL DISTRICT"
15278,"Authorization","REGIONAL DISTRICT OKANAGAN SIMILKAMEEN"
1465,"Authorization","OKANAGAN BIOFUELS INC"
4136,"Authorization","KAHANA HOLDINGS LTD. COUNTRYSIDE MOBILE MANOR"
4017,"Authorization","ABCO MARINE DEVELOPMENT LTD."
3991,"Authorization","COLUMBIA SHUSWAP REGIONAL DISTRICT"
8305,"Authorization","STRATA KAS4012"
3157,"Authorization","SQUAMISH-LILLOOET REGIONAL DISTRICT"
5190,"Authorization","RICHMOND STEEL RECYCLING LIMITED"
5479,"Authorization","COLUMBIA SHUSWAP REGIONAL DISTRICT"
5477,"Authorization","THE OWNERS STRATA PLAN K-306"
1251,"Authorization","DISTRICT OF SALMON ARM"
100218,"Authorization","CITY OF SALMON ARM"
6064,"Authorization","THE OWNERS, STRATA CORPORATION K-353"
2918,"Authorization","SPRUCE WILDERNESS RESORT LTD."
2410,"Authorization","ASPEN PLANERS LTD."
7041,"Authorization","PENTICTON FOUNDRY LTD."
3708,"Authorization","LEHIGH HANSON MATERIALS LIMITED OK READY MIX, A DIVISION OF LEHIGH HANSON MATERIALS LIMITED"
3856,"Authorization","HAWKEYE HOLDINGS LTD."
2477,"Authorization","MCLEOD'S BY-PRODUCTS (1978) LTD."
2414,"Authorization","ASPEN PLANERS LTD."
2671,"Authorization","TOLKO INDUSTRIES LTD."
2917,"Authorization","DOUGLAS LAKE CATTLE COMPANY ULC"
4465,"Authorization","THOMPSON-NICOLA REGIONAL DISTRICT"
6578,"Authorization","MAAX BATH INC."
2719,"Authorization","B A DAWSON BLACKTOP LTD."
2749,"Authorization","THOMPSON-NICOLA REGIONAL DISTRICT"
4670,"Authorization","COOL CREEK AGENCIES LTD."
7042,"Authorization","LUMBY, VILLAGE OF"
7129,"Authorization","MOUNT BALDY COMMUNITY STRATA CORPORATION"
2670,"Authorization","TOLKO INDUSTRIES LTD."
3717,"Authorization","SIMPCW RESOURCES LTD."
5876,"Authorization","KAMLOOPS INDIAN BAND"
3447,"Authorization","THOMPSON-NICOLA REGIONAL DISTRICT"
7832,"Authorization","CARIBOO MONASHEE HELI-SKI VILLAGE LTD."
330,"Authorization","DISTRICT OF CLEARWATER"
6611,"Authorization","RAYLEIGH WATERWORKS DISTRICT"
4621,"Authorization","THREE VALLEY MOTEL LTD."
5530,"Authorization","THE ASSOCIATION OF FELLOWSHIP BAPTIST CHURCHES OF SOUTH CENTRAL BRITISH COLUMBIA SUNNYBRAE BIBLE CAMP"
5910,"Authorization","CITY OF KAMLOOPS"
4778,"Authorization","CITY OF KAMLOOPS"
6875,"Authorization","1539998 B.C. LTD."
7192,"Authorization","GALLAGHERS CANYON LAND DEVELOPMENT LTD."
6154,"Authorization","NA"
15295,"Authorization","REGIONAL DISTRICT OF KOOTENAY BOUNDARY"
1951,"Authorization","INTERFOR CORPORATION"
3102,"Authorization","LAFARGE CANADA INC. WESTLAKE PAVING AND AGGREGATES"
514,"Authorization","COLUMBIA SHUSWAP REGIONAL DISTRICT"
4127,"Authorization","WIILAM CAMPBELL NELSON, DBA CAMPBELL LAKE TROUT FARM"
5172,"Authorization","""D"" DUTCHMEN DAIRY LTD."
3610,"Authorization","SUN-RYPE PRODUCTS LIMITED"
6005,"Authorization","PHOENIX COPPER COMPANY INC."
3106,"Authorization","SURE CROP FEEDS, INC."
2001,"Authorization","TOLKO INDUSTRIES LTD."
1643,"Authorization","BRITISH COLUMBIA WILDERNESS TOURS INCORPORATED"
5932,"Authorization","PETERS BROS. PAVING 1981 LTD."
7735,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
1720,"Authorization","WEST FRASER MILLS LTD."
3283,"Authorization","TOLKO INDUSTRIES LTD."
1615,"Authorization","WEST FRASER MILLS LTD."
7512,"Authorization","WEST FRASER MILLS LTD. QUESNEL SAWMILL DIVISION"
6698,"Authorization","TRIGON PACIFIC TERMINALS LIMITED"
7864,"Authorization","SUN WAVE FOREST PRODUCTS LTD."
2198,"Authorization","NA"
3008,"Authorization","1355392 B.C. LTD."
2735,"Authorization","NA"
2736,"Authorization","NA"
1602,"Authorization","NTE DISCOVERY PARK LTD."
5335,"Authorization","JOEL PROPERTIES LTD."
11088,"Authorization","CVG MINING LTD."
8571,"Authorization","HEILTSUK NATION"
2737,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
3478,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
3534,"Authorization","NA"
4299,"Authorization","CITY OF PRINCE RUPERT"
8490,"Authorization","REGIONAL DISTRICT OF MOUNT WADDINGTON"
8373,"Authorization","SCHOOL DISTRICT NO. 62 (SOOKE)"
5615,"Authorization","SUKUNKA NATURAL RESOURCES INC."
3678,"Authorization","TRANS MOUNTAIN PIPELINE ULC"
3882,"Authorization","ISLAND TIMBERLANDS LIMITED PARTNERSHIP"
3394,"Authorization","YL MALIBU CLUB MINISTRY AFFILIATES"
4397,"Authorization","CAMP ARTABAN SOCIETY"
5789,"Authorization","BOYS AND GIRLS CLUB OF GREATER VANCOUVER"
7668,"Authorization","WESTERN FOREST PRODUCTS INC."
8138,"Authorization","PARADISE TRADING CORPORATION"
3260,"Authorization","SWANSON'S READY-MIX LTD."
108,"Authorization","SMURFIT-MBI"
7683,"Authorization","TAAN FOREST LTD."
5350,"Authorization","QUESNEL INVESTMENTS CORP."
7685,"Authorization","BABINE FOREST PRODUCTS LIMITED"
6945,"Authorization","TRANS MOUNTAIN PIPELINE ULC"
7171,"Authorization","PKM CANADA (JET FUEL) INC."
4596,"Authorization","DAYBREAK POINT BIBLE CAMP SOCIETY"
8038,"Authorization","SALLY ANDERSON NORDSTROM - DBA"
7927,"Authorization","SNIPGOLD CORP."
3244,"Authorization","NA"
3235,"Authorization","NA"
8384,"Authorization","JH MARINA & RESORT INC."
7943,"Authorization","NA"
6267,"Authorization","QUESNEL INVESTMENTS CORP."
8972,"Authorization","CAMP FIRCOM SOCIETY OF THE UNITED CHURCH OF CANADA"
7596,"Authorization","LOUISIANA - PACIFIC CANADA LTD. LP - DAWSON CREEK"
8856,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
