"Method ID","Method Name","Method Description","Method Source","Observed Property ID"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","Dimethylphenol-2;4 (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","2-Methyl-4;6-Dinitrophenol (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","2;3;4;5/2;3;5;6-Tetrachlorophenol (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","Dinitrophenol-2;4 (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","3;4-Dichlorophenol (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","Trichlorophenol2;3;4 (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","Nitrophenol-2 (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","Trichlorophenol2;4;6 (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","2-Chlorophenol (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","2;4-Dichlorophenol (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","2;3;4;5-Tetrachlorophenol (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","Phenol (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","3+4-Methylphenol (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","2-Methylphenol (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","2;6-Dichlorophenol (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","2;3;5;6-Tetrachlorophenol (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","Pentachlorophenol (fl. conc.)"
"F028","Acid:Extr.MeCl:HRGC/LRMS:TIM:SIM","A measured volume of sample is acidified and extracted with Methylene Chloride.  For samples which have a high organic content that potentially produce chromatographic interferences an initial pre-extraction under basic conditions is performed.  The sample extract is then evaporated to small volume and analysed by High Resolution Gas Chromatography / Low Resolution Mass Spectrometry (HRGC/LRMS).  LRMS data is acquired in Total Ion Mode (TIM) and quantitation is performed using a single mass ion.  Positive Identification of the various target compounds is made by comparison of absolute retention times to those of standards combined with computer based mass spectral mass/intensity library searching and matching routines.","EMS Migration","2;3;4;6-Tetrachlorophenol (fl. conc.)"
"F029","Acid:DiethylEther extr:Diazometh.Methyl'n:HRGC/Electron Capt","Effluent samples to be analysed for Chlorinated Phenols are acidified with dilute Sulfuric Acid and extracted with Diethyl Ether.  After concentration the extract is methylated using ethereal Diazomethane and cleaned up with concentrated Sulfuric Acid and Mercury.  The extracts are analysed for Chlorinated Anisoles and/or Chlorinated Phenols using High Resolution Gas Chromatography with Electron Capture detection.","EMS Migration","Pentachlorophenol (fl. conc.)"
"F029","Acid:DiethylEther extr:Diazometh.Methyl'n:HRGC/Electron Capt","Effluent samples to be analysed for Chlorinated Phenols are acidified with dilute Sulfuric Acid and extracted with Diethyl Ether.  After concentration the extract is methylated using ethereal Diazomethane and cleaned up with concentrated Sulfuric Acid and Mercury.  The extracts are analysed for Chlorinated Anisoles and/or Chlorinated Phenols using High Resolution Gas Chromatography with Electron Capture detection.","EMS Migration","2;3;4;6/2;3;5;6-Tetrachlorophenol (fl. conc.)"
"F029","Acid:DiethylEther extr:Diazometh.Methyl'n:HRGC/Electron Capt","Effluent samples to be analysed for Chlorinated Phenols are acidified with dilute Sulfuric Acid and extracted with Diethyl Ether.  After concentration the extract is methylated using ethereal Diazomethane and cleaned up with concentrated Sulfuric Acid and Mercury.  The extracts are analysed for Chlorinated Anisoles and/or Chlorinated Phenols using High Resolution Gas Chromatography with Electron Capture detection.","EMS Migration","2;3;4;5-Tetrachlorophenol (fl. conc.)"
"F030","Acid:Hexane extr:Diazomethane Methylation:HRGC/Electron Capt","Effluent samples to be analysed for Chlorinated Anisoles are extracted with Hexane.  After concentration the extract is cleaned up using Florisil, concentrated Sulfuric Acid and Mercury.  The extracts are analysed for Chlorinated Anisoles and/or Chlorinated Phenols using High Resolution Gas Chromatography with Electron Capture detection.","EMS Migration","Pentachloroanisole (fl. conc.)"
"F030","Acid:Hexane extr:Diazomethane Methylation:HRGC/Electron Capt","Effluent samples to be analysed for Chlorinated Anisoles are extracted with Hexane.  After concentration the extract is cleaned up using Florisil, concentrated Sulfuric Acid and Mercury.  The extracts are analysed for Chlorinated Anisoles and/or Chlorinated Phenols using High Resolution Gas Chromatography with Electron Capture detection.","EMS Migration","2;3;4;5-Tetrachloroanisole (fl. conc.)"
"F030","Acid:Hexane extr:Diazomethane Methylation:HRGC/Electron Capt","Effluent samples to be analysed for Chlorinated Anisoles are extracted with Hexane.  After concentration the extract is cleaned up using Florisil, concentrated Sulfuric Acid and Mercury.  The extracts are analysed for Chlorinated Anisoles and/or Chlorinated Phenols using High Resolution Gas Chromatography with Electron Capture detection.","EMS Migration","2;3;4;6/2;3;5;6-Tetrachloroanisole (fl. conc.)"
"F031","K2Cr2O7/H2SO4 Dig.: Ag2SO4: FAS Titr.","Most types of organic matter, and any elements with a lower oxidation potential than chromium, are oxidized by boiling in a mixture with known excess of potassium dichromate and sulfuric acid and the excess dichromate is titrated with ferrous ammonium sulfate (FAS).  The amount of oxidizable organic matter is proportional to the potassium dichromate consumed.  Silver sulfate is added as a catalyst so that refractory organics such as acetic acid, which are biologically available to stream organisms, are included in the oxidation.  With the catalyst, other compounds such as cellulose, which are not part of the immediate biochemical load, are also included.  Any relationships among COD and BOD or any other tests are fortuitous, because condition of the test tend to give results indicating the susceptibility of a given sample to oxidation under specified conditions that are different for each test.  (Note: This procedure is NOT appropriate for seawater.)","EMS Migration","Chemical Oxygen Demand (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Cadmium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Tantalum Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Calcium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Boron Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Potassium-Soluble ion content (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Zirconium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Niobium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Molybdenum Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Scandium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Rubidium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Manganese Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Potassium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Lead Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Ruthenium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Chromium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Sodium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Iron Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Yttrium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Rhenium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Thallium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Selenium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Calcium - Soluble ion content (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Zinc Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Gold Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Silver Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Magnesium-Soluble ion content (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Arsenic Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Tellerium Dissolved (fl. conc.)"
"F032","Filt.:Acid:ICPMS","There is no acid digestion required for this analysis.  A water sample is collected and preserved in 0.2 percent nitric acid.  To analyse the extractable metals the sample is shaken, allowed to sit for at least twenty four hours, and a decanted portion is introduced to the spectrometer.  When the dissolved metals are required, the samples must first be filtered through a 0.45 micron cellulose acetate filter paper and then followed by preservation in 0.2 percent nitric acid.  It is important to note that different laboratories may have very different detection limits for some variables analyzed by ICPMS.","EMS Migration","Antimony Dissolved (fl. conc.)"
