"location_id","name","type","comment","country","state","county","latitude","longitude","horizontal_datum","horizontal_collection_method","vertical_datum","vertical_collection_method","location_groups","elevation","elevation_unit","standards","ea_closed_date","ea_ems_when_created","ea_ems_when_updated","ea_ems_who_created","ea_ems_who_updated","ea_established_date","ea_well_tag_id"
"E217600","EFFLUENT DISCHARGE FROM GOLFCOURSE CLUBHOUSE","Septic Tank","Comments:   Lots 3,4,5&8, Plan 29282 and Lot 1, Plan 29282 except Plan 43297, Sect ion 9 & 10, Twp 26, ODYD","","","","49.8585","-119.4224","","1:50,000 scale map","","","10885","","","",NA,1996-11-01 10:52:10,2001-07-17 09:01:17,"Created by  EMS from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",1992-10-29,""
"E217624","108 MILE;THE HILLS;(PE11011);SEPTIC LAGOONS","Outfall","","","","","51.7392","-121.3235","","Differential Geographic Positioning System (Datum not known)","","","11011","","","",NA,1996-11-01 10:52:11,1997-03-21 11:20:52,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by  EMS from 50 Cariboo, Williams Lake",1992-11-04,""
"E217625","108 MILE;THE HILLS;(PE11011);POOL EXFILT. PIT","Outfall","","","","","51.7374","-121.3248","","Differential Geographic Positioning System (Datum not known)","","","11011","","","",NA,1996-11-01 10:52:11,1997-03-21 11:20:52,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by  EMS from 50 Cariboo, Williams Lake",1992-11-04,""
"E217638","RDKB; ROCK CREEK PE 15327HOLDING/SEPTIC TANK PUMPAGE DRYING BEDS","Seepage or Seepage Pools","RDKB, Rock Creek Holding / Septic Tank Pumpage drying Beds, PE 15327","","","","49.0559","-118.9691","","1:50,000 scale map","","","15327","","","",NA,1996-11-01 10:52:12,2001-07-17 08:56:13,"Created by  EMS from 40 Kootenay, Nelson","Updated by  EMS from 40 Kootenay, Nelson",1992-11-10,""
"E217647","FEDERATED CO-OPERATIVES LTD. (PA-2573)  APPENDIX 03 NG FIRED VENEER DRYERS","Stack","stack","","","","50.7486","-119.2114","","1:50,000 scale map","","","2573","","","",NA,1996-11-01 10:52:13,1998-02-26 11:37:29,"Created by  EMS from 30 Southern Region, Kamloops","Updated by COLLEEN LAVIOLETTE from 30 Southern Region, Kamloops",1992-11-12,""
"E217648","FEDERATED CO-OPERATIVES LTD. (PA-2573)  APPENDIX 04 CHIP TRANSFER SYSTEM","Stack","n\a","","","","50.7486","-119.2114","","1:50,000 scale map","","","2573","","","",NA,1996-11-01 10:52:13,1998-02-26 11:37:49,"Created by  EMS from 30 Southern Region, Kamloops","Updated by COLLEEN LAVIOLETTE from 30 Southern Region, Kamloops",1992-11-12,""
"E217661","RIVERSIDE FOREST PRODUCTS (PE368) TREATED EFFLUENT","Infiltration Pond","Runoff from the hog fuel storage area, boiler blowdown, water softner backwash and 2 domestic septic tanks and described as feed to infiltration basins","","","","50.3904","-119.223","","1:50,000 scale map","","","368","","","",NA,1996-11-01 10:52:13,2005-10-12 15:34:55,"Created by  EMS from 80 Southern Region, Penticton","Updated by Gerri Huggins from 80 Southern Region, Penticton",1994-03-02,""
"E217670","PA8462: POWER GENERATOR","Stack","POWER GENERATOR","","","","56.957778","-121.92","","1:20,000 scale map (NAD27)","","","8462","","","",NA,1996-11-01 10:52:14,2005-06-13 11:23:45,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1992-11-13,""
"E217676","ELEMENTARY SCHOOL TREATMENT PLANT","Tile Field","STP and Tile Field","","","","49.1797","-124.0142","","1:50,000 scale map","","","11039","","","",NA,1996-11-01 10:52:14,1999-06-14 14:27:01,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1992-11-17,""
"E217695","COMINCO (PA-2692) SULFUR DIOXIDE EMISSIONS","Stack","","","","","49.1009","-117.7177","","GOAT- 1:20,000 TRIM (NAD83)","","","2692","","","",NA,1996-11-01 10:52:15,1998-02-05 10:50:09,"Created by  EMS from 40 Kootenay, Nelson","Updated by HUGH AULD from 40 Kootenay, Nelson",1992-11-19,""
"E217696","PR-1698 GROUNDWATER WELL #1","Well","","","","","49.3037","-123.0171","","Geographic Positioning System (Datum not known)","","","1698","","","",NA,1996-11-01 10:52:15,1998-04-30 14:28:27,"Created by  EMS from 20 Lower Mainland, Surrey","Updated by SUSAN WOODBINE from 20 Lower Mainland, Surrey",1992-11-19,""
"E217697","PR-1698 GROUNDWATER WELL #2","Well","","","","","49.3021","-123.0138","","Geographic Positioning System (Datum not known)","","","1698","","","",NA,1996-11-01 10:52:15,1998-04-30 14:28:55,"Created by  EMS from 20 Lower Mainland, Surrey","Updated by SUSAN WOODBINE from 20 Lower Mainland, Surrey",1992-11-19,""
"E217698","PR-1698 GROUNDWATER WELL #3","Well","","","","","49.3001","-123.0143","","Geographic Positioning System (Datum not known)","","","1698","","","",NA,1996-11-01 10:52:15,1998-04-30 14:30:05,"Created by  EMS from 20 Lower Mainland, Surrey","Updated by SUSAN WOODBINE from 20 Lower Mainland, Surrey",1992-11-19,""
"E217700","LAFARGE STORM WATER DISCHARGE (PE-02439)","Outfall","","","","","49.1569","-123.0079","","GOAT- orthoimagery (NAD83)","","","2439","","","",NA,1996-11-01 10:52:15,1998-03-11 18:56:54,"Created by  EMS from 20 Lower Mainland, Surrey","Updated by  EMS from 20 Lower Mainland, Surrey",1992-11-20,""
"E217706","RDKB; GRAND FORKS PE 15326 HOLDING/SEPTIC TANK PUMPAGE DRYING BEDS","Seepage or Seepage Pools","RDKB, Grand Forks Holding/Septic Tank Pumpage Drying Beds","","","","49.0589","-118.4534","","1:50,000 scale map","","","15326","","","",NA,1996-11-01 10:52:15,2001-07-17 08:56:17,"Created by  EMS from 40 Kootenay, Nelson","Updated by  EMS from 40 Kootenay, Nelson",1992-11-24,""
"E217707","FRUIT WASHING AND PACKING FACILITY","Septic Tank","Comments:   Legal Description for location of facilities: Lot 44, Plan 457, except Plan 2010","","","","50.0231","-119.3972","","1:50,000 scale map","","","2488","","","",NA,1996-11-01 10:52:15,2001-07-17 09:01:18,"Created by  EMS from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",1992-11-24,""
"E217708","PE-42 LAFARGE; RICHMOND - WATER INTAKE","River, Stream, or Creek","AT INTAKE","","","","49.1564","-123.0038","","GOAT- orthoimagery (NAD83)","","","42","","","",NA,1996-11-01 10:52:15,1998-03-11 18:57:15,"Created by  EMS from 20 Lower Mainland, Surrey","Updated by  EMS from 20 Lower Mainland, Surrey",1992-11-25,""
"E217710","REMPLE; HARVEY (PR-11688) OPEN BURN","Open Burning","","","","","50.2469","-116.9619","","GOAT- 1:20,000 TRIM (NAD83)","","","11688","","","",NA,1996-11-01 10:52:15,1998-12-30 13:20:52,"Created by  EMS from 40 Kootenay, Nelson","Updated by HUGH AULD from 40 Kootenay, Nelson",1992-11-25,""
"E217733","RA-15919:RECIPROCATING COMPRESSOR","Stack","Reciprocating Compressor exaust.","","","","56.944896","-122.07435","","1:20,000 scale map (NAD27)","","","15919","","","",NA,1996-11-01 10:52:16,2005-05-17 08:22:05,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1992-11-30,""
"E217734","RA-15919:TWO POWER GENERATOR EXAUSTS","Stack","two Power Generator Exaust Stacks","","","","56.944896","-122.07435","","1:20,000 scale map (NAD27)","","","15919","","","",NA,1996-11-01 10:52:16,2005-05-17 09:28:46,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1992-11-30,""
"E217735","RA-15919:STANDBY DIESEL GENERATOR","Stack","Exaust Stack","","","","56.944896","-122.07435","","1:20,000 scale map (NAD27)","","","15919","","","",NA,1996-11-01 10:52:16,2005-05-17 09:29:54,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1992-11-30,""
"E217737","RA-15919:TWO BOILER HEATING UNITS","Stack","2 Heating Boiler Stacks","","","","56.944896","-122.07435","","1:20,000 scale map (NAD27)","","","15919","","","",NA,1996-11-01 10:52:16,2005-05-17 09:30:58,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1992-11-30,""
"E217738","RA-15919:FLARE PIT","Stack","Flare Pit Pilot","","","","56.944889","-122.07435","","1:20,000 scale map (NAD27)","","","15919","","","",NA,1996-11-01 10:52:16,2005-05-17 08:18:31,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1992-11-30,""
"E217739","RA-15919: FOUR FUEL GAS VENTS","Stack","four Feul Gas Vents Comments: Authorized rate of discharge is the rate required to cope with emergencies","","","","56.944896","-122.07435","","1:20,000 scale map (NAD27)","","","15919","","","",NA,1996-11-01 10:52:16,2005-05-17 09:32:03,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1992-11-30,""
"E217760","OK READY MIX LTD (KELOWNA)","Infiltration Pond","DISCHARGE TO SETTLING POND","","","","50.2687","-119.2681","","1:50,000 scale map","","","1983","","","",NA,1996-11-01 10:52:17,2001-07-17 08:56:23,"Created by  EMS from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",1992-12-01,""
"E217888","CPFP;HEAD BAY","Landfill","REFUSE SITE Comments:   STS CREATED DEC 10,1992","","","","49.7947","-126.4917","","1:50,000 scale map","","","8405","","","",NA,1996-11-01 10:52:20,1999-06-14 14:26:22,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1992-12-10,""
"E217889","MINSTREL ISLAND","Marine","na","","","","50.6142","-126.3042","","Geographic Positioning System (Datum not known)","","","10768","","","",NA,1996-11-01 10:52:20,1999-06-14 14:26:22,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1992-12-10,""
"E217893","QUESNEL; CPP (PA-01578) DISS TANK VENT STACK","Stack","Emissions from the dissolving tank at Cariboo Pulp and Paper operations in Quesnel.","","","","52.9983","-122.4839","","Differential Geographic Positioning System (Datum not known)","","","1578","","","",NA,1996-11-01 10:52:20,2005-05-09 13:52:41,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by Roland Grimm from 50 Cariboo, Williams Lake",1992-12-10,""
"E217896","QUESNEL; CPP (PA-01578) BROWNSTOCK SCRUBBER STACK","Stack","Emissions from the brownstock scrubber at Cariboo Pulp and Paper operations in Quesnel.","","","","52.9972","-122.485","","Differential Geographic Positioning System (Datum not known)","","","1578","","","",NA,1996-11-01 10:52:20,2005-05-09 13:53:43,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by Roland Grimm from 50 Cariboo, Williams Lake",1992-12-11,""
"E218118","PE-11043/GLEN BEATON/STONECROFT FARMS","Tile Field","","","","","49.8058","-125.125","","1:50,000 scale map","","","11043","","","",NA,1996-11-01 10:52:29,1999-06-14 14:26:24,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1992-12-21,""
"E218119","PR-8834/GEORGE SURGENOR/LANDCLEARING DEBRIS","Well","Landfill Monitoring Well","","","","49.7472","-125.0028","","GOAT- 1:20,000 TRIM (NAD83)","","","8834","","","",NA,1996-11-01 10:52:29,2004-11-19 12:05:33,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by JOHN COLLISON-BAKER from 10 Vancouver Island, Nanaimo",1992-12-21,""
"E218141","PE-1975 OCEAN FISHERIES - SEPTIC TANK EFFL N","Septic Tank","","","","","49.1259","-123.0733","","GOAT- orthoimagery (NAD83)","","","1975","","","",NA,1996-11-01 10:52:29,2005-04-12 15:14:58,"Created by  EMS from 20 Lower Mainland, Surrey","Updated by Dennis Barlow from 20 Lower Mainland, Surrey",1992-12-21,""
"E218142","PE-1975 OCEAN FISHERIES - SEPTIC TANK EFFL S","Septic Tank","","","","","49.1248","-123.0752","","GOAT- orthoimagery (NAD83)","","","1975","","","",NA,1996-11-01 10:52:29,2005-04-12 15:14:38,"Created by  EMS from 20 Lower Mainland, Surrey","Updated by Dennis Barlow from 20 Lower Mainland, Surrey",1992-12-21,""
"E218143","SULLIVAN BAY","Outfall","","","","","50.8831","-126.8289","","Geographic Positioning System (Datum not known)","","","10683","","","",NA,1996-11-01 10:52:29,1999-06-14 14:27:01,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1992-12-22,""
"E218199","SEDIMENTATION POND OVERFLOW TO JOCK CR","River, Stream, or Creek","Comments:   The location of the","","","","57.2928","-126.8022","","GOAT- 1:20,000 TRIM (NAD83)","","","8467","","","",NA,1996-11-01 10:52:31,2001-03-08 10:06:53,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by   from 70 Omineca-Peace, Prince George",1993-01-12,""
"E218214","AINSWORTH LUMBER (PA-1973) LILLOOET- PRO/BUT HEATERS APP04","Stack","n/a","","","","51.9876","-121.1234","","1:50,000 scale map","","","1973","","","",NA,1996-11-01 10:52:32,1997-11-06 09:55:12,"Created by  EMS from 30 Southern Region, Kamloops","Updated by COLLEEN LAVIOLETTE from 30 Southern Region, Kamloops",1993-01-13,""
"E218215","AINSWORTH LUMBER (PA-1973) LILLOOET - CYCLONES - APP05","Stack","n/a","","","","51.9876","-121.1234","","1:50,000 scale map","","","1973","","","",NA,1996-11-01 10:52:32,1997-11-06 09:54:39,"Created by  EMS from 30 Southern Region, Kamloops","Updated by COLLEEN LAVIOLETTE from 30 Southern Region, Kamloops",1993-01-13,""
"E218216","WAGLISLA;BELLA BELLA FUEL;8803;OIL/WATER SEP.","Outfall","Oil/water separator outlet","","","","52.1467","-128.1428","","GOAT- 1:20,000 TRIM (NAD83)","","","8803","","","",NA,1996-11-01 10:52:32,1997-03-21 11:20:57,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by  EMS from 50 Cariboo, Williams Lake",1993-01-13,""
"E218218","AINSWORTH LUMBER (PA-1973) LILLOOET - MISC VENTS - APP06","Stack","n/a","","","","51.9876","-121.1234","","1:50,000 scale map","","","1973","","","",NA,1996-11-01 10:52:32,1997-11-06 09:53:24,"Created by  EMS from 30 Southern Region, Kamloops","Updated by COLLEEN LAVIOLETTE from 30 Southern Region, Kamloops",1993-01-13,""
"E218220","AINSWORTH LUMBER (PA-1973) LILLOOET - OLIVINE BURNER - APP07","Stack","n/a","","","","51.9876","-121.1234","","1:50,000 scale map","","","1973","","","",NA,1996-11-01 10:52:32,1997-11-06 09:57:02,"Created by  EMS from 30 Southern Region, Kamloops","Updated by COLLEEN LAVIOLETTE from 30 Southern Region, Kamloops",1993-01-13,""
"E218223","PR-8428 CANADIAN PACIFIC -  LANDFILL","Landfill","N/A","","","","49.7396","-123.8863","","Geographic Positioning System (Datum not known)","","","8428","","","",NA,1996-11-01 10:52:32,1998-04-09 09:07:30,"Created by  EMS from 20 Lower Mainland, Surrey","Updated by   from 20 Lower Mainland, Surrey",1993-01-13,""
"E218224","PR-8428 CANADIAN PACIFIC - OPEN BURNING","Stack","N/A Comments:   THE FACTORS ARE FROM THE FOREST PRODUCTS REPORT 8.2 - OPEN BURNING THE WAFF IS STATED IN THE PERMIT AS 45 M3/BURN. WITH 6 BURNS/Y THE WAFF USED IS 45 X 6 = 270 M3/Y","","","","49.7445","-123.8918","","Geographic Positioning System (Datum not known)","","","8428","","","",NA,1996-11-01 10:52:32,1998-04-09 09:11:05,"Created by  EMS from 20 Lower Mainland, Surrey","Updated by SUSAN WOODBINE from 20 Lower Mainland, Surrey",1993-01-13,""
"E218242","PE-7171 TRANS MOUNTAIN - TREATED GROUND WATER","Outfall","AT THE DISCHARGE FROM THE GROUND WATER TREATMENT FACILITY","","","","49.2069","-123.1586","","GOAT- orthoimagery (NAD83)","","","7171","","","",NA,1996-11-01 10:52:33,1998-03-11 18:57:15,"Created by  EMS from 20 Lower Mainland, Surrey","Updated by  EMS from 20 Lower Mainland, Surrey",1993-01-15,""
"E218245","PETRO-CANADA; GOLD RIVER","Outfall","DISCHARGE","","","","49.7786","-126.0514","","Geographic Positioning System (Datum not known)","","","8199","","","",NA,1996-11-01 10:52:33,1999-06-14 14:26:24,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1993-01-18,""
"E218246","NORTHWEST BAY LOG SORT  PR-8837","Landfill","NO SAMPLING REQUIRED Comments:   ADDED SITE 1 PARAMETERS 18/01/93 - RSW","","","","49.2947","-124.2536","","1:50,000 scale map","","","8837","","","",NA,1996-11-01 10:52:33,1999-06-14 14:26:24,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1993-01-18,""
"E218250","VERNON LANDFILL","Landfill","Comments:   6.0 hectare site within the NW 1/4 Sec. 16, TWP 9, O.D.Y.D.","","","","50.2197","-119.3033","","1:50,000 scale map","","","15286","","","",NA,1996-11-01 10:52:33,2001-07-17 09:01:19,"Created by  EMS from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",1993-01-19,""
"E218251","PR-7234 SQUAMISH WOOD-WASTE LANDFILL 2","Landfill","*** THIS DISCHARGE IS NOT AUTHORIZED UNTIL THE DISCHARGE IN01 IS FINISHED ***","","","","49.7814","-123.1645","","GOAT- orthoimagery (NAD83)","","","7234","","","",NA,1996-11-01 10:52:33,1998-05-21 19:46:57,"Created by  EMS from 20 Lower Mainland, Surrey","Updated by  EMS from 20 Lower Mainland, Surrey",1993-12-23,""
"E218287","COMINCO (PR-11898) TAIL SLAG PILE","Landfill","","","","","49.114","-117.7411","","GOAT- 1:20,000 TRIM (NAD83)","","","11898","","","",NA,1996-11-01 10:52:35,1998-02-10 12:49:06,"Created by  EMS from 40 Kootenay, Nelson","Updated by HUGH AULD from 40 Kootenay, Nelson",1995-12-12,""
"E218288","COMINCO (PR-11898) SOUTH MONITORING WELL (B-3)","Well","","","","","49.1134","-117.7404","","GOAT- 1:20,000 TRIM (NAD83)","","","11898","","","",NA,1996-11-01 10:52:35,1998-02-10 12:54:50,"Created by  EMS from 40 Kootenay, Nelson","Updated by HUGH AULD from 40 Kootenay, Nelson",1995-12-13,""
"E218289","SEPTIC TANK EFFLUENT - EDELWEISS","Tile Field","Comments: Plan 1247 except Plan 28626.","","","","49.8374","-119.3949","","1:50,000 scale map","","","11023","","","",1998-11-20,1996-11-01 10:52:35,2001-07-17 08:56:27,"Created by  EMS from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",1993-01-20,""
"E218290","COMINCO (PR-11898) EAST MONITORING WELL (B-5)","Well","","","","","49.1133","-117.7389","","GOAT- 1:20,000 TRIM (NAD83)","","","11898","","","",NA,1996-11-01 10:52:35,1999-03-17 09:34:51,"Created by  EMS from 40 Kootenay, Nelson","Updated by HUGH AULD from 40 Kootenay, Nelson",1995-12-13,""
"E218291","COMINCO (PR-11898) EAST MONITORING WELL (B-1)","Well","","","","","49.1143","-117.7402","","GOAT- 1:20,000 TRIM (NAD83)","","","11898","","","",NA,1996-11-01 10:52:35,1998-02-10 13:10:37,"Created by  EMS from 40 Kootenay, Nelson","Updated by HUGH AULD from 40 Kootenay, Nelson",1995-12-13,""
"E218303","COMINCO (PR-11898) NORTH MONITORING WELL (B-2)","Well","","","","","49.1149","-117.7411","","GOAT- 1:20,000 TRIM (NAD83)","","","11898","","","",NA,1996-11-01 10:52:35,1998-02-10 12:51:06,"Created by  EMS from 40 Kootenay, Nelson","Updated by HUGH AULD from 40 Kootenay, Nelson",1995-12-13,""
"E218305","DURKIN SPRING BELOW COMINCO (PR-11898) TAIL SLAG LANDFILL","Spring or Hot Spring","","","","","49.1143","-117.7347","","GOAT- 1:20,000 TRIM (NAD83)","","","11898","","","",NA,1996-11-01 10:52:35,1998-02-10 13:06:34,"Created by  EMS from 40 Kootenay, Nelson","Updated by HUGH AULD from 40 Kootenay, Nelson",1993-01-21,""
"E218306","MCNALLEY SPRING BELOW COMINCO (PR-11898) TAIL SLAG LANDFILL","Spring or Hot Spring","","","","","49.1151","-117.736","","GOAT- 1:20,000 TRIM (NAD83)","","","11898","","","",NA,1996-11-01 10:52:35,1998-02-10 13:07:11,"Created by  EMS from 40 Kootenay, Nelson","Updated by HUGH AULD from 40 Kootenay, Nelson",1993-01-21,""
"E218307","GREEN SPRING (RANDALL CREEK) BELOW COMINCO (PR-11898) TAIL SLAG LANDFILL","Spring or Hot Spring","","","","","49.1146","-117.7357","","GOAT- 1:20,000 TRIM (NAD83)","","","11898","","","",NA,1996-11-01 10:52:35,1998-02-10 13:05:02,"Created by  EMS from 40 Kootenay, Nelson","Updated by HUGH AULD from 40 Kootenay, Nelson",1995-12-13,""
"E218308","MCKEE CREEK","River, Stream, or Creek","","","","","49.1214","-117.7425","","GOAT- 1:20,000 TRIM (NAD83)","","","11898","","","",NA,1996-11-01 10:52:35,1999-03-17 09:43:51,"Created by  EMS from 40 Kootenay, Nelson","Updated by HUGH AULD from 40 Kootenay, Nelson",1993-01-21,""
"E218309","COMINCO (PR-11898) SLAG LEACHATE COLLECTION POND","Seepage or Seepage Pools","","","","","49.1137","-117.7398","","GOAT- 1:20,000 TRIM (NAD83)","","","11898","","","",NA,1996-11-01 10:52:35,1998-02-10 12:53:26,"Created by  EMS from 40 Kootenay, Nelson","Updated by HUGH AULD from 40 Kootenay, Nelson",1995-12-13,""
"E218316","INFLOW TO INFILTRATION PONDS","Infiltration Pond","At point of discharge to pond","","","","48.8753","-123.7083","","1:50,000 scale map","","","8533","","","",NA,1996-11-01 10:52:36,1999-06-14 14:26:25,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by  EMS from 10 Vancouver Island, Nanaimo",1993-05-17,""
"E218355","PA3457: LINE HEATER","Stack","LINE HEATER Comments: Lat. & Long. updated Sept 7/01 to coordinates of Prince George regional office.","","","","56.636889","-121.65475","","1:20,000 scale map (NAD27)","","","3457","0","m","",1998-01-29,1996-11-01 10:52:37,2005-04-27 13:28:22,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1993-01-29,""
"E218366","BUBBLE EMMISSION AT WEST SUKUNKA","Stack","","","","","55.2","-121.72","","1:50,000 scale map","","","8738","","","",NA,1996-11-01 10:52:37,2000-03-08 15:20:56,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Cameron Eggleston from 70 Omineca-Peace, Prince George",1993-02-02,""
"E218388","PA-1742: EMERGENCY FLARE STACK","Stack","PILOT LIGHT","","","","56.144167","-120.664722","","1:20,000 scale map (NAD27)","","","1742","","","",NA,1996-11-01 10:52:38,2005-05-09 08:05:34,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1993-02-03,""
"E218395","PA-1742: ACID GAS FLARE STACK (46M)","Stack","PILOT LIGHT","","","","56.144167","-120.664722","","1:20,000 scale map (NAD27)","","","1742","","","",NA,1996-11-01 10:52:38,2005-05-09 08:21:53,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1993-02-03,""
"E218402","PA-1742: TWO GROUND FLARE PITS","Stack","PILOT LIGHT","","","","56.143611","-120.665833","","1:20,000 scale map (NAD27)","","","1742","","","",NA,1996-11-01 10:52:39,2005-05-09 08:12:23,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1993-02-03,""
"E218403","PA-1742: CRYOGENIC FLARE PIT","Stack","PILOT LIGHT","","","","56.143056","-120.665833","","1:20,000 scale map (NAD27)","","","1742","","","",NA,1996-11-01 10:52:39,2005-05-09 08:23:39,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1993-02-03,""
"E218405","PA-1742: SULFREEN REGENERATION GAS HEATER","Stack","","","","","56.146667","-120.668333","","1:20,000 scale map (NAD27)","","","1742","","","",NA,1996-11-01 10:52:39,2005-05-09 08:10:26,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1993-02-03,""
"E218406","REFUSE DISPOSAL WOODWASTE/ASH PR8654","Landfill","N/A","","","","53.252","-132.1747","","GOAT- 1:20,000 TRIM (NAD83)","","","8654","","","",NA,1996-11-01 10:52:39,1998-09-25 11:22:29,"Created by  EMS from 60 Skeena","Updated by   from 60 Skeena",1993-02-03,""
"E218408","PA-1742: MEROX UNIT COMBUSTER","Stack","","","","","56.146806","-120.671806","","1:20,000 scale map (NAD27)","","","1742","","","",NA,1996-11-01 10:52:39,2005-05-09 08:31:10,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1993-02-03,""
"E218410","PA-1742: SEAL GAS INCINERATOR","Stack","","","","","56.146","-120.672278","","1:20,000 scale map (NAD27)","","","1742","","","",NA,1996-11-01 10:52:39,2005-05-09 08:33:09,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1993-02-03,""
"E218411","PA-1742: STATIONARY DIESEL ENGINE","Stack","Comments:   OPERATED ON INTERMITTENT BASIS ONLY","","","","56.145278","-120.669167","","1:20,000 scale map (NAD27)","","","1742","","","",NA,1996-11-01 10:52:39,2005-05-09 08:34:48,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1993-02-03,""
"E218413","PA-1742: EG AND TEG REGENERATION SKIDS","Stack","","","","","56.145556","-120.670556","","1:20,000 scale map (NAD27)","","","1742","","","",NA,1996-11-01 10:52:39,2005-05-09 08:36:42,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1993-02-03,""
"E218414","PA-1742: PETROLEUM STORAGE TANKS AND LOADING AREA","Stack","","","","","56.145","-120.670833","","1:20,000 scale map (NAD27)","","","1742","","","",NA,1996-11-01 10:52:39,2005-05-09 08:40:33,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1993-02-03,""
"E218416","PA-1742: WASTE WATER HEATER","Stack","","","","","56.144722","-120.664444","","1:20,000 scale map (NAD27)","","","1742","","","",NA,1996-11-01 10:52:39,2005-05-09 08:42:07,"Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Steve Jenvey from 70 Omineca-Peace, Prince George",1993-02-03,""
"E218420","WMS LAKE; NW ENERGY (PR-08809) ASH LANDFILL","Landfill","","","","","52.1605","-122.1962","","GOAT- 1:20,000 TRIM (NAD83)","","","8809","","","",NA,1996-11-01 10:52:39,2005-05-09 14:02:16,"Created by  EMS from 50 Cariboo, Williams Lake","Updated by Roland Grimm from 50 Cariboo, Williams Lake",1993-02-04,""
"E218446","MACMILLAN-BLOEDEL: APD (PA-02696) PLANERMILL SAWDUST AND SHAVINGS CYCLONE","Stack","no sampling required","","","","49.22","-124.8131","","Geographic Positioning System (Datum not known)","","","2696","","","",NA,1996-11-01 10:52:40,1997-02-19 14:27:55,"Created by  EMS from 10 Vancouver Island, Nanaimo","Updated by MICHAEL SLOAN from 10 Vancouver Island, Nanaimo",1993-02-16,""
