"ID","NAME","Location ID","Location Name","LATITUDE","LONGITUDE","Comments","First Sample","Last Sample","Samples","Results"
"455","NOOKSACK 2024","E317412","BERTRAND CREEK AT VANETTA PARK; END OF 32A AVE (B-07)","49.061153","122.482183","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","6/15/2016 10:26:00 AM","12/10/2018 12:10:00 PM","38","113"
"455","NOOKSACK 2024","E317415","BERTRAND CREEK BRIDGE AT SE CORNER OF 272ND ST AND 32ND AVE (B-04)","49.059564","122.469354","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","10/19/2015 11:50:00 AM","12/5/2016 10:15:00 AM","15","41"
"455","NOOKSACK 2024","E317416","PEPIN BROOK D/S OF 272ND ST CULVERT AT INTERNATIONAL BOUNDARY (P-06)","49.002399","122.473495","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","5/2/2017 12:55:00 PM","12/7/2024 9:39:00 AM","23","55"
"455","NOOKSACK 2024","E317417","PEPIN BROOK ALONG INTERNATIONAL BOUNDARY W OF 272ND ST (P-07)","49.002347","122.473892","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","5/2/2017 1:00:00 PM","11/29/2024 11:03:00 AM","33","179"
"455","NOOKSACK 2024","E317418","PEPIN BROOK TRIBUTARY ENTERING ALDERGROVE PARK AT HUNTINGTON RD (P-05)","49.016833","122.455139","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","12/5/2016 11:15:00 AM","3/23/2023","29","101"
"455","NOOKSACK 2024","E317419","PEPIN BROOK D/S OF ROAD AT KING RD NEAR BRADNER RD (P-04)","49.028954","122.422265","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","1/19/2016 1:05:00 PM","2/22/2017 1:20:00 PM","14","42"
"455","NOOKSACK 2024","E317420","BERTRAND CREEK TRIBUTARY 1 AT 256TH ST AND S OF 8 AVE (B-12)","49.013924","122.515016","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","2/22/2017 11:15:00 AM","4/4/2017 10:55:00 AM","3","9"
"455","NOOKSACK 2024","E318413","SW-02 PEPIN BROOK TRIBUTARY U/S 8TH AVE","49.018644","122.458188","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","10/22/2019 10:42:00 AM","3/23/2023","3","61"
"455","NOOKSACK 2024","E319491","JD-B HOMESTEAD CREEK","49.002390","122.501135","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","3/17/2020 10:28:00 AM","12/22/2025 11:21:00 AM","15","74"
"455","NOOKSACK 2024","E329354","HOWES CREEK","49.031646","122.488457","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","8/10/2022 1:10:00 PM","8/10/2022 1:10:00 PM","1","9"
"455","NOOKSACK 2024","E329367","BERTRAND CREEK -AT 0 AVE","49.002569","122.522644","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","8/3/2022 2:30:00 PM","8/3/2022 2:31:00 PM","4","18"
"455","NOOKSACK 2024","E329368","BERTRAND CREEK-AT OTTER PARK","49.037600","122.534519","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","8/2/2022 1:30:00 PM","8/2/2022 1:31:00 PM","4","18"
"455","NOOKSACK 2024","E329369","CAVE CREEK","49.007369","122.537896","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","8/9/2022 12:00:00 PM","8/9/2022 12:01:00 PM","4","18"
"455","NOOKSACK 2024","E329377","FISHTRAP CREEK-NEAR HUNTINGDON AND ROSS RD","49.016626","122.403074","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","8/3/2022 11:45:00 AM","8/3/2022 11:46:00 AM","4","18"
"455","NOOKSACK 2024","E332951","HOWES CREEK AT MONTESINA AVE","49.026111","122.452222","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","10/31/2023 10:20:00 AM","2/26/2024 11:20:00 AM","7","97"
"455","NOOKSACK 2024","E332952","HOWES CREEK AT SIMPSON RD","49.045833","122.425833","Nooksack surface water sites as part of the ongoing Nooksack Watershed Transboudary partnership, including Cave Creek, Bertrand, Pepin and Fishtrap subwatersheds. Only sites with data relevant to this project  Created May 27 2024 Created by Julie Porter on 2024-05-28","10/31/2023 10:00:00 AM","2/26/2024 9:50:00 AM","7","97"
"453","COWICHAN RIVER 2024","0120808","COWICHAN RIVER; 300M ABOVE (PE247)","48.828000","124.027500"," Created by Dua Khan on 2024-05-28","11/23/1976 10:30:00 AM","10/1/2025 9:00:00 AM","484","4920"
"453","COWICHAN RIVER 2024","E206106","COWICHAN RIVER BELOW SOMENOS CREEK","48.772600","123.663300"," Created by Dua Khan on 2024-05-28","2/13/1985 1:10:00 PM","2/11/2026 8:17:00 AM","1733","36597"
"453","COWICHAN RIVER 2024","E206107","COWICHAN RIVER  400M BELOW PE-247","48.825800","124.021900"," Created by Dua Khan on 2024-05-28","2/13/1985 11:50:00 AM","10/1/2025 9:30:00 AM","455","5115"
"453","COWICHAN RIVER 2024","E206108","COWICHAN RIVER SOUTH SIDE AT COWICHAN L. WIER","48.824300","124.058900"," Created by Dua Khan on 2024-05-28","2/13/1985 11:15:00 AM","10/28/2025 11:35:00 AM","354","6474"
"453","COWICHAN RIVER 2024","E227752","COWICHAN RIVER AT STOLZ POOL","48.770861","123.891167"," Created by Dua Khan on 2024-05-28","8/14/1997 12:30:00 PM","11/19/2024 1:17:00 PM","81","1787"
"453","COWICHAN RIVER 2024","E234124","COWICHAN RIVER AT VIMY BEACH","48.762200","123.770000"," Created by Dua Khan on 2024-05-28","10/2/1998","10/28/2025 2:00:00 PM","88","2549"
"453","COWICHAN RIVER 2024","E234125","COWICHAN RIVER AT ALLENBY BRIDGE","48.771700","123.711700"," Created by Dua Khan on 2024-05-28","10/2/1998","11/19/2024 10:55:00 AM","84","1679"
"453","COWICHAN RIVER 2024","E284651","COWICHAN RIVER 500M D/S PE-1497","48.776972","123.674167"," Created by Dua Khan on 2024-05-28","8/26/2010 11:15:00 AM","8/14/2025 1:40:00 PM","25","1167"
"453","COWICHAN RIVER 2024","E286892","COWICHAN RIVER AT SANDY POOL","48.757264","123.835150"," Created by Dua Khan on 2024-05-28","9/13/2011 2:00:00 PM","8/14/2025 12:35:00 PM","32","843"
"453","COWICHAN RIVER 2024","E332091","COWICHAN RIVER @ 70.2 MILE BRIDGE","48.803690","124.003490"," Created by Dua Khan on 2024-05-28","7/19/2023 2:45:00 PM","11/19/2024 11:41:00 AM","21","547"
"453","COWICHAN RIVER 2024","E333071","COWICHAN RIVER @ ROTARY PARK","48.772098","123.692150"," Created by Dua Khan on 2024-05-28","10/26/2023 2:30:00 PM","10/28/2025 9:55:00 AM","26","1795"
"453","COWICHAN RIVER 2024","E334444","COWICHAN RIVER AT HORSESHOE BEND","48.778714","123.947570"," Created by Dua Khan on 2024-05-28","5/14/2024 11:38:00 AM","11/19/2024 12:45:00 PM","20","461"
"451","CAVE CREEK WATERSHED - NOOKSACK","E312388","CAVE CREEK AT INTERNATIONAL BOUNDARY","49.002396","122.527001","Cave Creek in the BC Nooksack Watershed as part of the TWG Created by Julie Porter on 2024-05-28","5/3/2018 10:25:00 AM","5/27/2025 12:26:00 PM","113","1010"
"451","CAVE CREEK WATERSHED - NOOKSACK","E315155","CAVE CREEK AT 248TH ST (C-01)","49.006367","122.536784","Cave Creek in the BC Nooksack Watershed as part of the TWG Created by Julie Porter on 2024-05-28","3/13/2018 10:54:00 AM","6/1/2021 2:21:00 PM","35","419"
"451","CAVE CREEK WATERSHED - NOOKSACK","E329369","CAVE CREEK","49.007369","122.537896","Cave Creek in the BC Nooksack Watershed as part of the TWG Created by Julie Porter on 2024-05-28","8/9/2022 12:00:00 PM","8/9/2022 12:01:00 PM","4","18"
"450","G.T. FARMS","E327115","1855 THAIN ROAD, COBBLE HILL - ON-SITE","48.694600","123.626870","G.T. Farms - Truswell
Thain Road and Hill Bank Rd sites Created by Jurgen Deagle on 2024-05-27","12/5/2023 12:15:00 PM","2/12/2024","4","35"
"450","G.T. FARMS","E333454","1855 THAIN ROAD - OFF-SITE","48.693900","123.627900","G.T. Farms - Truswell
Thain Road and Hill Bank Rd sites Created by Jurgen Deagle on 2024-05-27","12/5/2023 12:06:00 PM","12/18/2024 12:15:00 PM","10","172"
"450","G.T. FARMS","E333931","4045 HILLBANK ROAD - OFF-SITE","48.710400","123.635600","G.T. Farms - Truswell
Thain Road and Hill Bank Rd sites Created by Jurgen Deagle on 2024-05-27","2/12/2024 12:54:00 PM","2/12/2024 1:50:00 PM","3","27"
"448","NOOKSACK BOUNDARY","E279889","FISHTRAP CREEK AT INTERNATIONAL BOUNDARY","49.002464","122.407193","monitoring sites in BC at the international boundary Created by Kym Keogh on 2024-04-05","6/16/2017 3:21:00 PM","12/22/2025 12:25:00 PM","135","1314"
"448","NOOKSACK BOUNDARY","E279890","PEPIN BROOK AT INTERNATIONAL BOUNDARY","49.002367","122.473249","monitoring sites in BC at the international boundary Created by Kym Keogh on 2024-04-05","6/16/2017 2:10:00 PM","12/22/2025 11:29:00 AM","153","1345"
"448","NOOKSACK BOUNDARY","E293980","BC3. BERTRAND CREEK AT INTERNATIONAL BOUNDARY","49.002351","122.523461","monitoring sites in BC at the international boundary Created by Kym Keogh on 2024-04-05","8/15/2013 9:15:00 AM","12/22/2025 11:03:00 AM","159","1814"
"448","NOOKSACK BOUNDARY","E312388","CAVE CREEK AT INTERNATIONAL BOUNDARY","49.002396","122.527001","monitoring sites in BC at the international boundary Created by Kym Keogh on 2024-04-05","5/3/2018 10:25:00 AM","5/27/2025 12:26:00 PM","113","1010"
"445","NOOKSACK-ALL","0300067","BERTRAND CR AT 8TH AVE","49.015600","122.521400","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","10/28/2002 4:05:00 PM","12/6/2012 10:15:00 AM","34","109"
"445","NOOKSACK-ALL","0300069","FISHTRAP CREEK AT ECHO RD","49.024361","122.397793","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","10/16/2003 9:11:00 AM","9/22/2020 1:44:00 PM","61","835"
"445","NOOKSACK-ALL","E206678","BERTRAND CREEK #1;UPSTREAM","49.036700","122.492500","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","5/15/1986","5/15/1986","1","4"
"445","NOOKSACK-ALL","E206679","BERTRAND CREEK # 2;DOWSTREAM","49.015600","122.522500","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","5/15/1986","5/15/1986","1","4"
"445","NOOKSACK-ALL","E206847"," #2 HOWES CREEK (BERTRAND) AT 272ND ST U/S","49.023500","122.470700","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","12/21/2017 9:40:00 AM","5/27/2025 10:33:00 AM","63","786"
"445","NOOKSACK-ALL","E207091","BERTRAND CREEK US ALDERGROVE LAGOON","49.058100","122.466700","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","7/2/1987 10:28:00 AM","8/5/1987 11:15:00 AM","6","12"
"445","NOOKSACK-ALL","E207092","BERTRAND CREEK D/S OF ALDERGROVE LAGOON","49.050600","122.462800","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","7/2/1987 10:28:00 AM","3/22/2021 10:03:00 AM","103","1350"
"445","NOOKSACK-ALL","E208494","PEPIN BROOK U/S NEAR ALDERGROVE BOWL","49.013100","122.453300","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","12/21/2017 11:09:00 AM","8/20/2019 12:31:00 PM","25","374"
"445","NOOKSACK-ALL","E244899","FISHTRAP CREEK","49.024200","122.395000","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/8/2012 10:00:00 AM","12/6/2012 11:00:00 AM","20","60"
"445","NOOKSACK-ALL","E253209","PEPIN BROOK AT BRADNER RD (P-03)","49.025235","122.426682","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/26/2003 9:20:00 AM","3/17/2020 2:22:00 PM","85","645"
"445","NOOKSACK-ALL","E253210","PEPIN CREEK AT MAINSTEM WETLAND EAST OF COLUMBIA BITULITHIC GRAVEL PIT","49.023100","122.435500","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","9/2/2003 9:30:00 AM","11/3/2003 9:30:00 AM","18","112"
"445","NOOKSACK-ALL","E253211","PEPIN BROOK IN ALDERGROVE REGIONAL PARK (P-01)","49.011984","122.465875","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/26/2003 9:40:00 AM","3/22/2021 12:10:00 PM","116","1043"
"445","NOOKSACK-ALL","E253212","PEPIN CR TRIBUTARY ON 262 - 272 ST (PRIVATE PROPERTY)","49.005600","122.469900","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/26/2003 9:50:00 AM","11/3/2003 9:55:00 AM","19","114"
"445","NOOKSACK-ALL","E273723","BERTRAND CREEK AT 16TH AVE; LANGLEY","49.030456","122.532517","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","10/7/2008 10:15:00 AM","5/27/2025 9:56:00 AM","78","963"
"445","NOOKSACK-ALL","E273724","FISHTRAP CREEK AT HUNTINGDON AVE.; ABBOTSFORD","49.017147","122.404186","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","10/7/2008 11:00:00 AM","11/13/2008 9:50:00 AM","11","96"
"445","NOOKSACK-ALL","E279889","FISHTRAP CREEK AT INTERNATIONAL BOUNDARY","49.002464","122.407193","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","6/16/2017 3:21:00 PM","12/22/2025 12:25:00 PM","135","1314"
"445","NOOKSACK-ALL","E279890","PEPIN BROOK AT INTERNATIONAL BOUNDARY","49.002367","122.473249","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","6/16/2017 2:10:00 PM","12/22/2025 11:29:00 AM","153","1345"
"445","NOOKSACK-ALL","E293973","BC 21. BERTRAND CREEK AT DND TRIIBUTARY","49.063855","122.483208","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/15/2013 1:00:00 PM","12/19/2013 10:39:00 AM","21","76"
"445","NOOKSACK-ALL","E293975","BC15. BERTRAND CREEK AT 272ND ST (B-03)","49.036300","122.470680","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/15/2013 11:30:00 AM","5/27/2025 10:17:00 AM","63","205"
"445","NOOKSACK-ALL","E293976","BC 14. HOWE`S CREEK AT 16 AVENUE","49.031190","122.485780","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/15/2013 10:30:00 AM","12/19/2013 9:38:00 AM","20","507"
"445","NOOKSACK-ALL","E293977","BC12. BERTRAND CREEK AT 264TH ST S","49.037110","122.492570","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/15/2013 10:10:00 AM","3/22/2021 10:16:00 AM","80","857"
"445","NOOKSACK-ALL","E293978","BC7. BERTRAND CREEK AT 16TH AVENUE","49.030620","122.532700","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/15/2013 9:50:00 AM","12/19/2013 8:39:00 AM","20","70"
"445","NOOKSACK-ALL","E293979","BC25. BERTRAND CREEK AT 8TH AVE","49.016008","122.522969","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","6/17/2013 1:00:00 PM","12/19/2013 10:00:00 AM","22","77"
"445","NOOKSACK-ALL","E293980","BC3. BERTRAND CREEK AT INTERNATIONAL BOUNDARY","49.002351","122.523461","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/15/2013 9:15:00 AM","12/22/2025 11:03:00 AM","159","1814"
"445","NOOKSACK-ALL","E293981","BERTRAND D/S MUSHROOM SITE","49.053070","122.463580","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/15/2013 9:40:00 AM","12/19/2013 8:15:00 AM","20","70"
"445","NOOKSACK-ALL","E293985","PN 10. PEPIN AT HUNTINGTON ROAD EAST","49.016939","122.441693","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/14/2013 10:00:00 AM","12/22/2025 12:07:00 PM","48","328"
"445","NOOKSACK-ALL","E293986","PN12. SALISH CREEK AT BASE OF HILL","49.022298","122.441236","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","6/17/2013 12:49:00 PM","12/17/2013","20","412"
"445","NOOKSACK-ALL","E293987","PN 6. PEPIN AT VEHICLE BRIDGE","49.012078","122.465775","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/14/2013 9:30:00 AM","12/17/2013","20","448"
"445","NOOKSACK-ALL","E293988","PN 1. PEPIN 10 M UPSTREAM OF GORDON`S BROOK INFLOW","49.002632","122.471427","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/14/2013 9:00:00 AM","12/17/2013 8:20:00 AM","20","168"
"445","NOOKSACK-ALL","E294036","MT2. MOUNT SLOUGH","49.029138","122.421890","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/12/2013 3:40:00 PM","11/4/2013 2:30:00 PM","4","14"
"445","NOOKSACK-ALL","E309447","PEPIN BROOK TRIBUTARY","49.015810","122.455950","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","8/14/2017 10:40:00 AM","12/22/2025 11:52:00 AM","89","1042"
"445","NOOKSACK-ALL","E310908","WAECHTER CREEK NEAR SIMPSON RD EXTENSION","49.045730","122.395180","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","12/21/2017 1:48:00 PM","2/26/2024 9:35:00 AM","40","580"
"445","NOOKSACK-ALL","E312388","CAVE CREEK AT INTERNATIONAL BOUNDARY","49.002396","122.527001","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","5/3/2018 10:25:00 AM","5/27/2025 12:26:00 PM","113","1010"
"445","NOOKSACK-ALL","E314290","DRAINAGE AT 0 AVE AND 264TH ST (WA ID JD-F1.1)","49.002344","122.489825","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","10/16/2018 11:06:00 AM","1/25/2021 10:37:00 AM","9","68"
"445","NOOKSACK-ALL","E314291","FISHTRAP CREEK MARSHALL @ MT. LEHMAN","49.038900","122.380800","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","10/16/2018 2:03:00 PM","2/21/2019 1:44:00 PM","6","73"
"445","NOOKSACK-ALL","E314990","BERTRAND CREEK AT 271ST ST AND S OF 32ND AVE (B-08)","49.059948","122.472312","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","6/15/2016 10:35:00 AM","3/22/2021 9:48:00 AM","33","391"
"445","NOOKSACK-ALL","E314991","BERTRAND CREEK AT 256TH ST AND N OF 12TH AVE (B-10)","49.025998","122.514826","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","2/22/2017 11:02:00 AM","3/22/2021 10:27:00 AM","48","486"
"445","NOOKSACK-ALL","E315155","CAVE CREEK AT 248TH ST (C-01)","49.006367","122.536784","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","3/13/2018 10:54:00 AM","6/1/2021 2:21:00 PM","35","419"
"445","NOOKSACK-ALL","E315156","DRAINAGE 264TH AND 0 AVE NORTHWEST","49.002369","122.492544","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","2/2/2019 9:37:00 AM","4/16/2019 11:08:00 AM","5","42"
"445","NOOKSACK-ALL","E315157","PEPIN BROOK AT LEFEUVRE RD AND S OF HUNTINGTON RD (P-02)","49.014520","122.448756","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","1/19/2016 12:40:00 PM","12/22/2025 12:16:00 PM","87","685"
"445","NOOKSACK-ALL","E315230","BERTRAND CREEK AT 264TH ST AND 36TH AVE W (B-06)","49.066828","122.492914","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","10/19/2015 11:30:00 AM","12/10/2018 12:05:00 PM","38","111"
"445","NOOKSACK-ALL","E315231","BERTRAND CREEK TRIBUTARY 2 AT 264TH ST AND S OF 24TH AVE (B-13)","49.044011","122.492706","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","2/22/2017 11:25:00 AM","12/10/2018 11:55:00 AM","16","48"
"445","NOOKSACK-ALL","E315232","DRAINAGE 264TH AT 4TH AVE","49.009267","122.492664","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","2/20/2019 10:57:00 AM","2/20/2019 10:57:00 AM","1","2"
"445","NOOKSACK-ALL","E315233","BERTRAND CREEK TRIBUTARY 3 AT 256TH ST AND S OF 24TH AVE (B-14)","49.042414","122.514506","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","3/13/2018 11:11:00 AM","12/10/2018 10:36:00 AM","10","30"
"445","NOOKSACK-ALL","E315234","BERTRAND CREEK AT 8TH AVE (B-11)","49.016339","122.522075","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","2/22/2017 11:10:00 AM","12/10/2018 10:20:00 AM","24","72"
"445","NOOKSACK-ALL","E315530","BERTRAND CREEK AT OTTER PARK BRIDGE (B-02)","49.037550","122.535189","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","10/19/2015 12:25:00 PM","3/7/2019 9:21:00 AM","40","114"
"445","NOOKSACK-ALL","E315795","FISHTRAP CREEK AT ROSS RD S OF HUNTINGTON RD","49.014686","122.404613","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","3/13/2019 1:45:00 PM","3/22/2021 1:19:00 PM","26","397"
"445","NOOKSACK-ALL","E316555","BERTRAND CREEK AT 248TH","49.033186","122.536997","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","5/15/2019 9:30:00 AM","5/15/2019 9:30:00 AM","1","9"
"445","NOOKSACK-ALL","E317410","BERTRAND CREEK AT 272ND ST S OF 32ND AVE (B-09)","49.060000","122.470900","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","6/15/2016 10:46:00 AM","12/10/2018 12:15:00 PM","36","107"
"445","NOOKSACK-ALL","E317412","BERTRAND CREEK AT VANETTA PARK; END OF 32A AVE (B-07)","49.061153","122.482183","All EMS sites located within the Nooksack watershed in the Langley and Abbotsford area. List is as of December 20, 2023 Created by Yvonne Lam on 2024-01-04","6/15/2016 10:26:00 AM","12/10/2018 12:10:00 PM","38","113"
